ts_ns,pid,latency_ns
162903963935,959,5342
162903982819,0,0
162904445072,959,161936
162904482309,0,0
162904724972,959,7337
162904800362,0,0
162905574038,959,471234
162905666743,0,0
162906077747,959,7667
162906139401,0,0
162906570521,959,170475
162906627774,0,0
162906848988,959,5784
162906880832,0,0
162907228920,959,155601
162907248275,0,0
162907427581,959,4531
162907444480,0,0
162907611949,959,4490
162907628708,0,0
162907811612,959,4550
162907829514,0,0
162908000701,959,4530
162908017490,0,0
162908363955,959,155201
162908390596,0,0
162908560110,959,4510
162908576789,0,0
162908742944,959,4540
162908759723,0,0
162908943099,959,4550
162908959878,0,0
162909295708,959,147693
162909317739,0,0
162909499771,959,4510
162909516480,0,0
162909683799,959,4501
162909700517,0,0
162909895710,959,5262
162909914284,0,0
162910267945,959,149838
162910292401,0,0
162910466676,959,4511
162910483455,0,0
162910649901,959,4500
162910666620,0,0
162910843761,959,4510
162910860530,0,0
162911039285,959,4530
162911056014,0,0
162911394971,959,150119
162911437339,0,0
162911608076,959,4511
162911624824,0,0
162911796343,959,4531
162911813132,0,0
162911981182,959,4491
162911997951,0,0
162912341107,959,158939
162912367900,0,0
162912558462,959,4561
162912575321,0,0
162912744363,959,4540
162912761092,0,0
162912927659,959,4521
162912944388,0,0
162913276860,959,149427
162913301346,0,0
162913480422,959,4550
162913497221,0,0
162913669792,959,4481
162913686511,0,0
162913852446,959,4521
162913869114,0,0
162914036794,959,4501
162914053513,0,0
162914401510,959,162948
162914430077,0,0
162914605133,959,4490
162914621972,0,0
162914789160,959,4500
162914805909,0,0
162914972666,959,4490
162914989325,0,0
162915327620,959,154669
162915349241,0,0
162915525991,959,4541
162915542890,0,0
162915708966,959,4541
162915725684,0,0
162915892953,959,4481
162915909672,0,0
162916245541,959,154298
162916270710,0,0
162916444653,959,4660
162916461452,0,0
162916634294,959,4511
162916651123,0,0
162916819363,959,4530
162916836082,0,0
162917004854,959,4531
162917021573,0,0
162917366052,959,148314
162917387903,0,0
162917578466,959,4561
162917595605,0,0
162917762122,959,4561
162917778921,0,0
162917945788,959,4520
162917962497,0,0
162918310645,959,164421
162918332115,0,0
162918499794,959,4490
162918516523,0,0
162918683721,959,4570
162918700580,0,0
162918866666,959,4490
162918883415,0,0
162919220046,959,154929
162919241586,0,0
162919415851,959,4531
162919432710,0,0
162919606143,959,4511
162919622932,0,0
162919790110,959,4521
162919806899,0,0
162919972864,959,4470
162919989603,0,0
162920159347,959,5874
162920179413,0,0
162920552540,959,155181
162920576185,0,0
162920743994,959,4540
162920761194,0,0
162920927921,959,4500
162920944680,0,0
162921283346,959,156844
162921301378,0,0
162921509170,959,7898
162921529939,0,0
162921707762,959,4882
162921724921,0,0
162921894455,959,4541
162921911224,0,0
162922246492,959,151762
162922271480,0,0
162922446797,959,8099
162922465160,0,0
162922634764,959,5363
162922654038,0,0
162922851747,959,4651
162922868526,0,0
162923035955,959,4571
162923052654,0,0
162923388573,959,148474
162923410925,0,0
162923586332,959,4530
162923603091,0,0
162923779661,959,4520
162923797633,0,0
162923971898,959,4531
162923988727,0,0
162924320156,959,146059
162924341716,0,0
162924509836,959,4550
162924526575,0,0
162924698735,959,5112
162924716055,0,0
162924887944,959,4530
162924904713,0,0
162925233446,959,145848
162925255006,0,0
162925423507,959,4450
162925440246,0,0
162925624013,959,4491
162925640722,0,0
162925824137,959,4610
162925841347,0,0
162926020233,959,4731
162926037513,0,0
162926373884,959,150349
162926396586,0,0
162926564847,959,4541
162926581546,0,0
162926771537,959,6886
162926788296,0,0
162926954481,959,4550
162926971180,0,0
162927309716,959,147011
162927331326,0,0
162927513178,959,4961
162927530118,0,0
162927711108,959,4501
162927727857,0,0
162927898633,959,4490
162927915372,0,0
162928244486,959,146269
162928265976,0,0
162928433575,959,4510
162928450324,0,0
162928625932,959,4451
162928642751,0,0
162928813878,959,4511
162928830567,0,0
162928999699,959,4500
162929016949,0,0
162929346565,959,146170
162929368195,0,0
162929541748,959,4531
162929559729,0,0
162929732220,959,4521
162929755143,0,0
162929922141,959,4541
162929938960,0,0
162930267472,959,146620
162930289042,0,0
162930455499,959,4501
162930488967,0,0
162930679689,959,4490
162930705339,0,0
162930882480,959,7507
162930899279,0,0
162931228834,959,146680
162931251306,0,0
162931418705,959,4551
162931435514,0,0
162931627229,959,4490
162931644028,0,0
162931812800,959,4521
162931829539,0,0
162931999924,959,4500
162932016683,0,0
162932347190,959,147492
162932368800,0,0
162932535447,959,4550
162932552196,0,0
162932718502,959,4470
162932735181,0,0
162932902740,959,4510
162932919479,0,0
162933315197,959,201608
162933338502,0,0
162933510270,959,4510
162933544991,0,0
162933720879,959,4540
162933738129,0,0
162933907733,959,4540
162933924462,0,0
162934282974,959,160984
162934312302,0,0
162934482728,959,4541
162934499667,0,0
162934668399,959,4541
162934685208,0,0
162934855624,959,4511
162934872412,0,0
162935041705,959,5182
162935060790,0,0
162935425356,959,162226
162935451387,0,0
162935637739,959,4500
162935654528,0,0
162935824603,959,4501
162935841422,0,0
162936010134,959,4501
162936026983,0,0
162936385936,959,154549
162936414743,0,0
162936623558,959,4601
162936642020,0,0
162936811825,959,4501
162936828594,0,0
162936996724,959,4511
162937013393,0,0
162937415686,959,192627
162937455549,0,0
162937648256,959,4570
162937665065,0,0
162937837175,959,4521
162937853924,0,0
162938043514,959,4711
162938062057,0,0
162938467388,959,164592
162938506659,0,0
162938677756,959,4500
162938694626,0,0
162938864239,959,4500
162938880988,0,0
162939226961,959,159119
162939245174,0,0
162939418636,959,4540
162939435676,0,0
162939614341,959,4491
162939631551,0,0
162939798037,959,4520
162939814906,0,0
162939982736,959,4491
162939999515,0,0
162940354489,959,155471
162940377592,0,0
162940544921,959,4491
162940561559,0,0
162940729259,959,4591
162940745988,0,0
162940912805,959,4491
162940929534,0,0
162941310699,959,172270
162941340317,0,0
162941514031,959,4571
162941530870,0,0
162941706577,959,4510
162941723747,0,0
162941892539,959,4460
162941909288,0,0
162942252946,959,162608
162942282374,0,0
162942458613,959,4470
162942475392,0,0
162942641638,959,4560
162942658367,0,0
162942826357,959,4551
162942843156,0,0
162943009342,959,4501
162943026030,0,0
162943378739,959,155892
162943400961,0,0
162943588035,959,5062
162943604914,0,0
162943774558,959,4540
162943791247,0,0
162943959618,959,4541
162943976407,0,0
162944327442,959,158167
162944355978,0,0
162944530904,959,4541
162944547583,0,0
162944714941,959,4490
162944731650,0,0
162944900342,959,4591
162944917161,0,0
162945265399,959,163439
162945289254,0,0
162945457355,959,4541
162945474134,0,0
162945648959,959,4520
162945665678,0,0
162945833588,959,4450
162945850287,0,0
162946017906,959,4571
162946034655,0,0
162946381700,959,152554
162946403220,0,0
162946570198,959,4490
162946586947,0,0
162946754015,959,4531
162946770754,0,0
162946938513,959,4540
162946955192,0,0
162947305756,959,154569
162947327336,0,0
162947493973,959,4451
162947510641,0,0
162947684675,959,4460
162947701404,0,0
162947868442,959,4541
162947885211,0,0
162948237198,48,29248
162948256743,55,6004
162949049895,959,980547
162949128337,0,0
162949590028,959,188778
162949704685,0,0
162949892831,959,4590
162949910091,0,0
162950290926,959,172822
162950310952,0,0
162950480846,959,4560
162950497936,0,0
162950666407,959,4500
162950683918,0,0
162950852760,959,4491
162950869589,0,0
162951036065,959,4490
162951053195,0,0
162951416388,959,167499
162951449555,0,0
162951649339,959,6435
162951671220,0,0
162951879343,959,4621
162951898548,0,0
162952076621,959,4571
162952095124,0,0
162952266001,959,4521
162952282920,0,0
162952456312,959,4510
162952473101,0,0
162952642364,959,4510
162952659795,0,0
162953237957,959,378068
162953267465,0,0
162953476701,959,4681
162953494392,0,0
162953673598,959,4530
162953690317,0,0
162953863850,959,4520
162953880759,0,0
162954218543,959,149406
162954240965,0,0
162954420903,959,4570
162954438243,0,0
162954637496,959,5743
162954659948,0,0
162954847002,959,5142
162954866377,0,0
162955216390,959,159340
162955241428,0,0
162955411673,959,4550
162955428442,0,0
162955599990,959,4530
162955618353,0,0
162955820312,959,4491
162955837001,0,0
162956178333,959,152574
162956219789,0,0
162956392139,959,4500
162956409610,0,0
162956579023,959,4490
162956596143,0,0
162956807754,959,7978
162956835178,0,0
162957231778,959,164612
162957280792,0,0
162957495892,959,5674
162957517211,0,0
162957716373,959,5162
162957737001,0,0
162957922372,959,4651
162957939802,0,0
162958290827,959,159089
162958317599,0,0
162958485328,959,4550
162958502117,0,0
162958670619,959,4551
162958687458,0,0
162958874602,959,4510
162958891451,0,0
162959225567,959,150740
162959247578,0,0
162959417563,959,4501
162959434462,0,0
162959602201,959,4510
162959619050,0,0
162959804932,959,4571
162959826893,0,0
162959997008,959,4561
162960013877,0,0
162960346499,959,147472
162960368159,0,0
162960535217,959,4480
162960551946,0,0
162960725729,959,5763
162960745285,0,0
162960926646,959,4601
162960943365,0,0
162961309435,959,154249
162961331005,0,0
162961497842,959,4501
162961514591,0,0
162961682170,959,4531
162961716951,0,0
162961887216,959,4481
162961904135,0,0
162962247893,959,161405
162962274545,0,0
162962466661,959,4561
162962485014,0,0
162962657364,959,4601
162962674072,0,0
162962841722,959,4531
162962858471,0,0
162963025508,959,4490
162963042307,0,0
162963374909,959,148995
162963402123,0,0
162963570093,959,4541
162963586882,0,0
162963764885,959,5914
162963785873,0,0
162963965190,959,4952
162963982169,0,0
162964316225,959,150299
162964340982,0,0
162964508591,959,4490
162964525350,0,0
162964693410,959,4570
162964710179,0,0
162964892683,959,4751
162964912589,0,0
162965354084,959,195243
162965391150,0,0
162965613105,959,5282
162965633513,0,0
162965866523,959,5873
162965893446,0,0
162966324426,959,193960
162966357734,0,0
162966583859,959,5433
162966604988,0,0
162966815527,959,4942
162966834230,0,0
162967180724,959,155340
162967210453,0,0
162967382543,959,4551
162967399402,0,0
162967586146,959,4541
162967603075,0,0
162967805655,959,4470
162967830393,0,0
162967999295,959,4521
162968016224,0,0
162968363270,959,156233
162968387696,0,0
162968559134,959,4540
162968575883,0,0
162968757815,959,4530
162968774514,0,0
162968945291,959,4501
162968962100,0,0
162969294481,959,147833
162969316522,0,0
162969483901,959,4510
162969500720,0,0
162969668730,959,4540
162969687434,0,0
162969886395,959,4480
162969903154,0,0
162970235807,959,148074
162970257437,0,0
162970425788,959,4521
162970442536,0,0
162970608943,959,4491
162970625752,0,0
162970808045,959,4510
162970828903,0,0
162971004591,959,4480
162971021440,0,0
162971373828,959,167899
162971402014,0,0
162971598741,959,4671
162971625673,0,0
162971822149,959,4540
162971839038,0,0
162972006236,959,4520
162972023056,0,0
162972364799,959,150580
162972387482,0,0
162972560463,959,4500
162972577312,0,0
162972767544,959,4501
162972784483,0,0
162972959951,959,4601
162972977130,0,0
162973321891,959,158238
162973347641,0,0
162973514077,959,4501
162973530886,0,0
162973699066,959,4510
162973715835,0,0
162973898429,959,4500
162973915218,0,0
162974263306,959,162236
162974286300,0,0
162974460755,959,4481
162974477533,0,0
162974645824,959,4530
162974662563,0,0
162974830733,959,4430
162974847623,0,0
162975014630,959,4540
162975031399,0,0
162975369594,959,149467
162975395514,0,0
162975564387,959,4491
162975581135,0,0
162975749937,959,4460
162975766746,0,0
162975942254,959,4501
162975959043,0,0
162976307442,959,165134
162976329062,0,0
162976502123,959,4640
162976518932,0,0
162976686070,959,4540
162976702819,0,0
162976870408,959,4480
162976887117,0,0
162977237320,959,169042
162977263451,0,0
162977449663,959,5362
162977479041,0,0
162977680539,959,5352
162977697759,0,0
162977881876,959,4610
162977898716,0,0
162978244087,959,153616
162978269747,0,0
162978460149,959,4721
162978479524,0,0
162978649508,959,4470
162978666408,0,0
162978833045,959,4481
162978849884,0,0
162979018064,959,4500
162979034843,0,0
162979376366,959,154699
162979399880,0,0
162979572331,959,4541
162979589080,0,0
162979756488,959,4510
162979773217,0,0
162979949386,959,4540
162979966125,0,0
162980295991,959,146360
162980317451,0,0
162980498892,959,4491
162980515641,0,0
162980682829,959,4561
162980699658,0,0
162980867187,959,4481
162980884036,0,0
162981240814,959,151632
162981277860,0,0
162981462649,959,4581
162981489080,0,0
162981656579,959,4530
162981673909,0,0
162981849898,959,4490
162981866657,0,0
162982033554,959,4520
162982050323,0,0
162982383687,959,148695
162982405267,0,0
162982573087,959,4461
162982589856,0,0
162982757264,959,4520
162982774093,0,0
162982973647,959,4932
162982999176,0,0
162983332760,959,146339
162983354751,0,0
162983521468,959,4490
162983538177,0,0
162983705596,959,4561
162983722445,0,0
162983896990,959,4520
162983913739,0,0
162984244637,959,147272
162984266187,0,0
162984451528,959,5473
162984471053,0,0
162984650940,959,4480
162984667629,0,0
162984835048,959,4501
162984851867,0,0
162985018454,959,4441
162985035172,0,0
162985365870,959,147583
162985387580,0,0
162985575006,959,4481
162985591835,0,0
162985765909,959,4481
162985783129,0,0
162985958857,959,4501
162985975706,0,0
162986306163,959,146691
162986327923,0,0
162986507981,959,4450
162986524770,0,0
162986711484,959,4731
162986728363,0,0
162986894779,959,4540
162986911679,0,0
162987245704,959,151993
162987267655,0,0
162987435936,959,4501
162987456624,0,0
162987642475,959,4500
162987663905,0,0
162987850027,959,5072
162987866906,0,0
162988219926,959,154158
162988248342,0,0
162988424781,959,4741
162988441660,0,0
162988631932,959,4510
162988648671,0,0
162988815709,959,4461
162988832468,0,0
162989001029,959,4511
162989017778,0,0
162989355903,959,148705
162989378154,0,0
162989555677,959,4471
162989574029,0,0
162989748594,959,4530
162989765363,0,0
162989945281,959,4490
162989962100,0,0
162990299824,959,152454
162990321635,0,0
162990496591,959,5062
162990513921,0,0
162990687093,959,4561
162990703712,0,0
162990870759,959,4540
162990887548,0,0
162991218246,959,147532
162991240077,0,0
162991407936,959,4550
162991424695,0,0
162991607830,959,4460
162991624700,0,0
162991791377,959,4511
162991808617,0,0
162991989978,959,4531
162992006807,0,0
162992344811,959,152564
162992369489,0,0
162992540225,959,4801
162992557285,0,0
162992724673,959,4510
162992741452,0,0
162992908320,959,4551
162992925239,0,0
162993311676,959,159751
162993346196,0,0
162993519558,959,5322
162993540447,0,0
162993717067,959,4511
162993733986,0,0
162993910416,959,4491
162993927255,0,0
162994269920,959,156934
162994298537,0,0
162994468281,959,4691
162994486012,0,0
162994656327,959,4650
162994673547,0,0
162994842900,959,4610
162994859890,0,0
162995040379,959,5092
162995072173,0,0
162995456375,959,161084
162995484259,0,0
162995657852,959,4550
162995674641,0,0
162995841188,959,4490
162995857927,0,0
162996035790,959,4501
162996055726,0,0
162996395124,959,148024
162996416894,0,0
162996584814,959,4550
162996601633,0,0
162996771317,959,4470
162996788186,0,0
162996955004,959,4491
162996971833,0,0
162997319911,959,147423
162997342112,0,0
162997510924,959,4510
162997527643,0,0
162997693698,959,4510
162997710497,0,0
162997892410,959,20117
162997910131,0,0
162998258540,959,152825
162998280511,0,0
162998448380,959,4520
162998465159,0,0
162998631937,959,4531
162998648736,0,0
162998815593,959,4491
162998832322,0,0
162999008140,959,5543
162999028567,0,0
162999424466,959,163539
162999448382,0,0
162999617494,959,4520
162999634283,0,0
162999802203,959,4510
162999819012,0,0
163000000333,959,4520
163000017062,0,0
163000356540,959,149156
163000378070,0,0
163000547544,959,4541
163000564363,0,0
163000730077,959,4500
163000746786,0,0
163000914746,959,5453
163000935484,0,0
163001309753,959,149156
163001333548,0,0
163001503683,959,4530
163001520883,0,0
163001688242,959,4511
163001704990,0,0
163001871397,959,4481
163001888156,0,0
163002258195,959,149668
163002281860,0,0
163002450070,959,4470
163002466939,0,0
163002635210,959,4551
163002652139,0,0
163002819428,959,4431
163002836176,0,0
163003002372,959,4500
163003019091,0,0
163003349909,959,147322
163003371389,0,0
163003540812,959,4540
163003557621,0,0
163003747141,959,5082
163003773352,0,0
163003949210,959,4520
163003965999,0,0
163004297449,959,147082
163004318999,0,0
163004485926,959,4711
163004510533,0,0
163004699051,959,4771
163004717333,0,0
163004894124,959,4651
163004911274,0,0
163005250672,959,156113
163005275910,0,0
163005443960,959,4480
163005476506,0,0
163005668652,959,4470
163005685441,0,0
163005860417,959,4571
163005877296,0,0
163006216534,959,147924
163006238344,0,0
163006406645,959,4500
163006423374,0,0
163006595283,959,4551
163006612002,0,0
163006779811,959,4500
163006796610,0,0
163006964400,959,4481
163006981139,0,0
163007314653,959,147893
163007336333,0,0
163007511410,959,4501
163007528549,0,0
163007715914,959,4500
163007732784,0,0
163007900613,959,4520
163007933149,0,0
163008265941,959,148184
163008293064,0,0
163008465114,959,4491
163008481842,0,0
163008657149,959,4510
163008673969,0,0
163008846469,959,4510
163008863659,0,0
163009030596,959,4530
163009047385,0,0
163009382644,959,150981
163009404184,0,0
163009584532,959,4490
163009601452,0,0
163009779014,959,4561
163009795893,0,0
163009970889,959,4520
163009987799,0,0
163010328660,959,148345
163010351202,0,0
163010530689,959,4461
163010547468,0,0
163010718134,959,7157
163010737739,0,0
163010904797,959,4520
163010921576,0,0
163011260232,959,154478
163011285942,0,0
163011477376,959,6124
163011495599,0,0
163011668951,959,4470
163011685860,0,0
163011852588,959,4471
163011869356,0,0
163012213054,959,151151
163012240438,0,0
163012427021,959,4500
163012444081,0,0
163012626444,959,4510
163012643293,0,0
163012810471,959,4510
163012827601,0,0
163012995942,959,4481
163013012741,0,0
163013353742,959,153737
163013379051,0,0
163013561865,959,7166
163013581391,0,0
163013752027,959,4541
163013769097,0,0
163013936886,959,4561
163013972940,0,0
163014367746,959,177792
163014408170,0,0
163014582916,959,4801
163014600687,0,0
163014771073,959,4541
163014787892,0,0
163014959340,959,4651
163014977261,0,0
163015355750,959,184669
163015398680,0,0
163015579760,959,4500
163015596960,0,0
163015766143,959,5483
163015786881,0,0
163016001679,959,4490
163016018539,0,0
163016378745,959,171067
163016406008,0,0
163016579310,959,4550
163016596119,0,0
163016763949,959,4501
163016780798,0,0
163016954752,959,4531
163016971611,0,0
163017141666,959,4491
163017158405,0,0
163017520866,959,159109
163017543208,0,0
163017712411,959,4511
163017729140,0,0
163017897320,959,4480
163017914099,0,0
163018269274,959,150841
163018289270,0,0
163018463605,959,4541
163018480424,0,0
163018646098,959,4520
163018662827,0,0
163018828933,959,4541
163018845611,0,0
163019012729,959,4470
163019029448,0,0
163019382358,959,168842
163019404459,0,0
163019573521,959,4460
163019590270,0,0
163019758611,959,4500
163019775360,0,0
163019943009,959,4510
163019959768,0,0
163020309169,959,159099
163020330799,0,0
163020501385,959,4510
163020518264,0,0
163020685302,959,4490
163020702051,0,0
163020869971,959,4521
163020886730,0,0
163021284443,959,198461
163021321710,0,0
163021521784,959,4971
163021540097,0,0
163021714121,959,4481
163021730910,0,0
163021901886,959,4480
163021918706,0,0
163022267926,959,151772
163022290649,0,0
163022493750,959,4500
163022511021,0,0
163022687560,959,4510
163022704239,0,0
163022871016,959,4550
163022887815,0,0
163023220508,959,148545
163023242258,0,0
163023411862,959,5493
163023432670,0,0
163023646416,959,5422
163023666222,0,0
163023881582,959,5613
163023901739,0,0
163024352936,959,196095
163024384921,0,0
163024602776,959,6144
163024624617,0,0
163024802721,959,4541
163024819750,0,0
163024987570,959,4551
163025004589,0,0
163025389633,959,193509
163025416195,0,0
163025586630,959,4520
163025603710,0,0
163025775619,959,4530
163025792498,0,0
163025960228,959,4651
163025977307,0,0
163026371803,959,158117
163026405842,0,0
163026604794,959,4771
163026623558,0,0
163026792830,959,4560
163026809690,0,0
163026978471,959,4530
163026995220,0,0
163027362854,959,157376
163027388594,0,0
163027556654,959,4521
163027573453,0,0
163027740741,959,4480
163027758011,0,0
163027927134,959,4521
163027943863,0,0
163028302104,959,162617
163028324125,0,0
163028495032,959,4530
163028511901,0,0
163028678538,959,4510
163028695367,0,0
163028863107,959,4551
163028879996,0,0
163029231712,959,169313
163029253593,0,0
163029423317,959,4520
163029440106,0,0
163029606372,959,4541
163029623161,0,0
163029789537,959,4510
163029806296,0,0
163029974867,959,4540
163029992288,0,0
163030356253,959,168902
163030393479,0,0
163030562201,959,4471
163030578980,0,0
163030746298,959,4530
163030762997,0,0
163030930275,959,4540
163030947064,0,0
163031285580,959,155360
163031310849,0,0
163031478759,959,4451
163031495497,0,0
163031662134,959,4510
163031678853,0,0
163031846342,959,4480
163031863041,0,0
163032030640,959,4581
163032065310,0,0
163032419633,959,151692
163032441223,0,0
163032609784,959,4520
163032626453,0,0
163032793671,959,4520
163032810510,0,0
163032976395,959,4510
163032993575,0,0
163033340070,959,162628
163033361630,0,0
163033529169,959,4531
163033545887,0,0
163033713075,959,4550
163033729784,0,0
163033896772,959,4501
163033913611,0,0
163034250052,959,147663
163034271692,0,0
163034443341,959,4511
163034460040,0,0
163034626336,959,4491
163034643034,0,0
163034833146,959,5463
163034852130,0,0
163035032448,959,4500
163035049317,0,0
163035382331,959,147403
163035404081,0,0
163035572151,959,4530
163035588970,0,0
163035756379,959,4511
163035773168,0,0
163035946380,959,8109
163035963199,0,0
163036306205,959,152995
163036331815,0,0
163036519691,959,4631
163036536530,0,0
163036703608,959,4531
163036720377,0,0
163036898550,959,5372
163036918787,0,0
163037266795,959,148114
163037288836,0,0
163037462850,959,8088
163037479639,0,0
163037646597,959,4501
163037663596,0,0
163037874245,959,5122
163037893270,0,0
163038298440,959,156413
163038328710,0,0
163038499647,959,4510
163038516426,0,0
163038686812,959,4521
163038703661,0,0
163038871711,959,4480
163038888530,0,0
163039232208,959,148264
163039253758,0,0
163039422500,959,4561
163039439349,0,0
163039606176,959,4541
163039622915,0,0
163039793380,959,4510
163039810109,0,0
163039993786,959,5804
163040010655,0,0
163040351576,959,147542
163040373678,0,0
163040540405,959,4511
163040557103,0,0
163040724061,959,4480
163040740850,0,0
163040918282,959,4511
163040935041,0,0
163041293423,959,150199
163041315274,0,0
163041482472,959,4521
163041499341,0,0
163041666268,959,4510
163041683057,0,0
163041849243,959,4520
163041867616,0,0
163042221006,959,154088
163042242666,0,0
163042411508,959,4500
163042428738,0,0
163042595345,959,4480
163042612124,0,0
163042779142,959,4521
163042795951,0,0
163042968842,959,4520
163042985721,0,0
163043321912,959,147453
163043343462,0,0
163043511301,959,4560
163043528090,0,0
163043695459,959,4500
163043712188,0,0
163043893018,959,4511
163043909756,0,0
163044259909,959,149056
163044283454,0,0
163044452176,959,4471
163044468925,0,0
163044636173,959,4551
163044653052,0,0
163044823808,959,5051
163044844827,0,0
163045277913,959,192247
163045315560,0,0
163045534959,959,5482
163045556429,0,0
163045777402,959,5252
163045797619,0,0
163046015294,959,5783
163046038388,0,0
163046419402,959,159851
163046446946,0,0
163046646981,959,5643
163046668060,0,0
163046896360,959,5704
163046917599,0,0
163047355736,959,197268
163047394256,0,0
163047579175,959,5262
163047603341,0,0
163047802062,959,4691
163047820264,0,0
163047990119,959,4541
163048007579,0,0
163048385106,959,161806
163048418363,0,0
163048616723,959,4821
163048637522,0,0
163048842878,959,4580
163048860008,0,0
163049028549,959,4520
163049045288,0,0
163049388726,959,154399
163049413232,0,0
163049581072,959,4510
163049597881,0,0
163049776606,959,4581
163049793495,0,0
163049962818,959,4620
163049979788,0,0
163050323746,959,149306
163050346419,0,0
163050515181,959,4551
163050531960,0,0
163050722823,959,4671
163050742398,0,0
163050911821,959,4550
163050928721,0,0
163051261012,959,147502
163051282652,0,0
163051450291,959,4520
163051467020,0,0
163051632685,959,4531
163051649404,0,0
163051857477,959,5493
163051880550,0,0
163052234041,959,166256
163052258848,0,0
163052428392,959,4531
163052445221,0,0
163052612600,959,4531
163052629649,0,0
163052797338,959,4520
163052814077,0,0
163053031472,959,4581
163053048421,0,0
163053390997,959,148124
163053412937,0,0
163053581499,959,4511
163053598188,0,0
163053763752,959,4481
163053780541,0,0
163053956780,959,5152
163053976536,0,0
163054550338,959,270759
163054603832,0,0
163054791347,959,4560
163054808277,0,0
163055059009,959,5293
163055081220,0,0
163055520320,959,198571
163055573413,0,0
163055795057,959,5482
163055815535,0,0
163056279793,959,179256
163056309291,0,0
163056503482,959,4801
163056523218,0,0
163056746596,959,7397
163056772116,0,0
163057025885,959,5924
163057049871,0,0
163057412853,959,166466
163057445158,0,0
163057617719,959,4491
163057634578,0,0
163057803350,959,4501
163057820339,0,0
163058001600,959,5102
163058023681,0,0
163058374606,959,156594
163058400606,0,0
163058584513,959,5302
163058604028,0,0
163058789288,959,4490
163058806108,0,0
163059001441,959,4490
163059018170,0,0
163059382957,959,167229
163059414690,0,0
163059585276,959,4540
163059602125,0,0
163059778445,959,4471
163059795244,0,0
163059981125,959,4500
163059997924,0,0
163060333533,959,149787
163060355755,0,0
163060528426,959,4521
163060545165,0,0
163060712192,959,4480
163060728991,0,0
163060918902,959,4540
163060935761,0,0
163061427453,959,201448
163061470803,0,0
163061647915,959,4501
163061665074,0,0
163061833766,959,5473
163061853402,0,0
163062034602,959,4510
163062051421,0,0
163062396903,959,149336
163062419055,0,0
163062588067,959,4490
163062604846,0,0
163062785074,959,4510
163062801853,0,0
163062981871,959,4510
163062998720,0,0
163063329769,959,147162
163063351469,0,0
163063519620,959,4541
163063536469,0,0
163063703817,959,4520
163063720646,0,0
163063902448,959,4500
163063919187,0,0
163064253313,959,147332
163064274933,0,0
163064443324,959,4490
163064460514,0,0
163064627872,959,4530
163064644591,0,0
163064819277,959,4501
163064836076,0,0
163065008296,959,4521
163065025054,0,0
163065374004,959,164411
163065400225,0,0
163065582088,959,4581
163065599197,0,0
163065765984,959,4550
163065782723,0,0
163065950593,959,4510
163065967322,0,0
163066308474,959,156293
163066330314,0,0
163066499317,959,4501
163066516036,0,0
163066689248,959,4511
163066706067,0,0
163066881254,959,4521
163066897992,0,0
163067228971,959,147743
163067250761,0,0
163067460498,959,4490
163067478951,0,0
163067656513,959,4530
163067673362,0,0
163067840991,959,4510
163067857841,0,0
163068026402,959,4531
163068043191,0,0
163068400440,959,172009
163068506749,0,0
163068727000,959,5342
163068746726,0,0
163068914215,959,4470
163068931034,0,0
163069271805,959,153887
163069295410,0,0
163069465204,959,4500
163069481943,0,0
163069648630,959,4520
163069665369,0,0
163069834802,959,4530
163069851641,0,0
163070017887,959,4530
163070034636,0,0
163070365645,959,145087
163070387165,0,0
163070562000,959,4480
163070578799,0,0
163070744965,959,4500
163070762255,0,0
163071066850,959,9001
163071106963,0,0
163071596490,959,159851
163071625076,0,0
163071795161,959,4531
163071812361,0,0
163072002432,959,4480
163072019261,0,0
163072362608,959,147362
163072380610,0,0
163072736506,959,9702
163072772740,0,0
163073462953,959,259393
163073484954,0,0
163073652813,959,4550
163073669602,0,0
163073867331,959,7006
163073888170,0,0
163074231417,959,148956
163074253648,0,0
163074421017,959,4511
163074438106,0,0
163074605906,959,4480
163074622715,0,0
163074797300,959,4530
163074814049,0,0
163075006406,959,4571
163075023335,0,0
163075357641,959,147522
163075379412,0,0
163075574274,959,5713
163075640929,0,0
163075869189,959,6305
163075893876,0,0
163076365761,959,210669
163076403469,55,45596
163076627028,959,5753
163076646754,55,0
163076863757,959,5552
163076882701,55,0
163077352191,959,224501
163077394870,55,0
163077622018,959,5132
163077640029,55,0
163077813312,959,4791
163077829660,55,0
163077999494,959,4671
163078015641,55,0
163078366416,959,159019
163078394290,55,0
163078571311,959,4701
163078587890,55,0
163078807069,959,6465
163078829912,55,0
163079013488,959,5022
163079029936,55,0
163079459453,959,208133
163079499657,55,0
163079684676,959,12479
163079704432,0,0
163079899124,959,6215
163079922127,0,0
163080305197,959,160754
163080335226,0,0
163080504289,959,4471
163080521138,0,0
163080688637,959,4491
163080705446,0,0
163080873656,959,4510
163080890425,0,0
163081284801,959,172792
163081308235,0,0
163081479603,959,4621
163081496492,0,0
163081667419,959,4501
163081684148,0,0
163081851075,959,4490
163081867804,0,0
163082034391,959,4531
163082051110,0,0
163082440363,959,149567
163082468729,0,0
163082735228,959,6525
163082785484,0,0
163082972629,959,4631
163082990129,0,0
163083411437,959,229452
163083438671,0,0
163083610109,959,4511
163083626878,0,0
163083798676,959,4500
163083815435,0,0
163083985550,959,4490
