ts_ns,pid,latency_ns
149674777831,959,5624
149674806171,960,0
149675570057,43,191290
149675641292,959,590781
149675679927,963,0
149675904207,959,4431
149676717374,55,364625
149676745223,43,2918
149676875132,55,0
149676881848,959,200843
149677504507,43,343844
149677587501,962,4169800
149677655628,961,0
149678679405,43,454870
149679521854,229,1307835
149679536309,962,358751
149679569361,963,0
149679599053,229,3799
149679764239,963,0
149679769813,960,0
149680369706,229,346711
149680401815,43,2346
149680463045,229,0
149680467476,11,904782
149680521819,25,49541
149680528315,962,12039
149680541157,25,3809
149680547302,962,0
149680552014,959,0
149680684429,960,0
149681503831,43,354250
149681581492,959,663259
149681634582,961,0
149681837871,959,4591
149682515054,43,350741
149682626247,55,468981
149682645645,43,2306
149683421751,55,0
149683427755,962,413274
149683443574,961,0
149684306183,229,349469
149684472611,962,151492
149684482095,959,0
149684512980,963,188553
149684919749,229,166819
149684948370,43,2497
149685010372,229,0
149685016246,960,0
149686227531,43,543344
149686299798,963,0
149686317823,959,1568001
149686410941,961,0
149687299313,43,425485
149687391268,55,526783
149687422465,43,3318
149687432490,55,0
149687436409,959,820364
149687532876,960,0
149687785527,959,6837
149688434771,43,333118
149688557532,959,0
149689265140,43,416232
149689349176,963,1257327
149689394568,25,7408
149689471918,11,72258
149689477682,963,0
149689490072,11,3227
149689495927,963,0
149689500849,960,0
149690323890,43,381647
149690435745,229,501101
149691014336,963,303616
149691078222,962,628944
149691646488,229,362089
149691671439,43,2135
149691731637,229,0
149691737532,962,0
149691771485,961,0
149692617703,43,340586
149692687685,959,0
149692807048,961,0
149693607403,55,200021
149693627623,43,2616
149693734124,55,0
149693739658,959,691739
149694299122,43,313520
149694366798,960,0
149695206059,229,340566
149695224775,963,4511
149695251030,11,4381
149695396657,25,141126
149695403624,963,0
149695412807,229,3288
149695936673,963,0
149695946788,25,3438
149696518552,963,0
149696526672,959,0
149696614498,229,430006
149696793928,962,3397483
149696823972,961,0
149701106659,16,6606
149701112985,229,0
149701151219,43,3188
149701223917,25,4410912
149701272486,11,42253
149701277599,959,4488643
149701348433,960,0
149702501685,43,324046
149702579295,959,1000266
149702631965,962,1364190
149703588915,43,199240
149704541644,55,1158174
149704561393,43,2256
149704659825,55,0
149704665980,959,1766909
149705248961,43,327243
149705312928,959,0
149705378920,960,0
149706196027,229,322372
149706214562,959,600203
149706251493,960,0
149706445329,959,4250
149706472506,963,262565
149706681519,43,3619
149707492822,959,849777
149707529231,963,0
149707735888,11,4050
149708588402,959,875029
149708625413,963,0
149708809485,959,13092
149708830196,962,0
149709214991,229,3910
149709356799,959,328487
149709373781,962,0
149709781722,229,167942
149709807476,43,3389
149710715310,959,1104658
149710809902,962,0
149711667679,55,200643
149711693382,43,2577
149711816324,55,0
149711823652,959,702916
149712490178,43,334752
149712571227,959,0
149712636417,963,3443501
149712920224,11,5724
149713836815,229,527946
149713852414,963,0
149713993801,960,0
149722187422,11,7839371
149722223330,16,45131
149722229135,959,9357440
149722318634,963,7976438
149723136894,962,0
149723166236,229,4171
149724629559,43,10496
149724645809,962,0
149724653047,959,2085421
149724731690,963,0
149725174156,961,0
149734121729,229,0
149734175591,16,62995
149734180443,43,8802
149734257743,959,9277473
149734320106,960,0
149734520428,959,4501
149734545349,960,0
149735505096,43,191220
149735579729,959,781269
149735621030,960,0
149735838134,959,5725
149735866082,960,0
149736739928,55,197365
149736762654,43,2597
149736868975,55,0
149736874689,959,707086
149737668980,43,480380
149737733518,959,220762
149737759682,960,0
149737939313,959,4280
149737960947,960,0
149738733183,229,193646
149738904453,962,146630
149738928402,43,3629
149738937475,962,0
149738941424,963,187029
149738945785,959,746453
149738966045,961,0
149739555873,43,319464
149739615730,229,383812
149739639779,959,410779
149739692438,960,0
149740450821,43,316758
149740520131,962,394489
149740571046,959,667930
149740607746,961,0
149741357056,43,332035
149741427980,959,603742
149741463417,960,0
149742337424,43,369267
149742954850,55,994061
149742973977,43,2386
149743665104,55,0
149743671289,962,881665
149743699679,11,5052
149743738564,25,34043
149743742975,962,0
149743752950,25,2496
149743757601,962,0
149743761571,959,2066114
149743863451,961,0
149744729769,43,191040
149744833874,229,303074
149745615975,962,546151
149745631984,963,785930
149745650329,43,3148
149745658780,963,0
149745662619,959,1548262
149746237822,43,347483
149746298731,229,414277
149746323292,959,0
149746387880,960,0
149746611459,959,5483
149747028273,43,164725
149747315969,963,459668
149747355507,25,5113
149747922719,43,305159
149747932564,11,152104
149748534392,43,323876
149748599993,963,0
149748615591,11,3809
149748623470,963,0
149748628533,959,0
149748699697,960,0
149749539660,55,328477
149749562807,43,2737
149749668466,55,0
149749674471,959,740528
149750286925,43,385988
149750359052,959,0
149750425566,961,0
149750673184,959,6436
149750717723,961,0
149751635477,229,333539
149751801154,962,147813
149752468893,229,315073
149752496040,43,3268
149752557581,11,674436
149752599063,25,34916
149752603654,962,0
149752613488,25,2917
149752618330,962,0
149752622661,963,972869
149752627663,959,1644588
149752699039,960,0
149752882449,959,4942
149752907210,960,0
149753668379,43,190608
149753742701,959,595001
149753782028,961,0
149754633379,43,188423
149754740682,55,301991
149754758797,43,2326
149755566069,55,0
149755573207,962,448843
149755589497,959,1514369
149755657353,960,0
149756438622,229,322843
149756653058,963,199459
149757391812,229,445373
149757441464,43,4842
149757571534,963,0
149757603472,25,7558
149757662156,11,52890
149757667530,963,0
149757678677,11,3148
149757684210,963,0
149757689904,962,1239253
149757697273,959,1812622
149757794592,961,0
149758671084,43,394038
149758773846,959,730383
149758843357,960,0
149759811474,43,201765
149759930637,55,330171
149760008228,43,59657
149760684879,55,0
149760690784,959,1575810
149761248614,43,326111
149761311518,959,0
149761413348,963,1168189
149762216801,229,339193
149762838558,43,3930
149762903908,963,0
149762910344,962,680511
149762943826,959,1298248
149762995233,961,0
149763817131,43,191841
149763886622,229,0
149763893890,959,696371
149763937056,960,0
149764308588,959,172835
149764728439,55,163081
149764747847,43,2206
149764850809,55,0
149764856363,962,301841
149764883229,11,5734
149765460517,43,318974
149765521426,11,0
149765547370,25,659740
149765552803,962,0
149765563078,959,0
149765625943,960,0
149766451691,43,317099
149766558703,229,431098
149766629397,959,803012
149767256487,962,397035
149767456077,229,3288
149767595500,962,0
149767609975,959,180042
149768238067,229,331604
149768264041,43,2265
149768325502,229,0
149768331557,961,0
149769040378,43,166429
149769318310,959,0
149769398116,963,2826661
149770026008,55,169697
149770046318,43,2256
149770724513,55,0
149770730578,963,0
149770795828,959,1180308
149770845661,961,0
149771662246,43,188733
149771766983,229,301620
149771788085,962,5323
149771811242,959,681062
149771853867,960,0
149772641671,43,189014
149772712786,959,615211
149772820781,963,375221
149773598130,962,317550
149773632494,25,3739
149773847202,962,0
149773859351,229,3829
149774543933,25,440703
149774556413,962,0
149774562428,959,1515271
149774582848,963,0
149774654745,961,0
149775217948,25,328758
149775239080,229,347012
149775259911,43,2035
149775321883,229,0
149775327788,962,92668
149775341000,959,454586
149775407924,960,0
149776263926,43,376484
149776351161,959,725713
149776407810,963,1072484
149776701220,959,88798
149777080311,55,167792
149777101182,43,2556
149777896947,959,0
149777963340,961,0
149778826269,55,0
149778833456,229,204181
149779003524,962,148024
149779011103,959,726114
149779600259,229,321940
149779626514,43,2436
149779688356,229,0
149779694721,963,842679
149779700044,960,0
149780716801,43,317870
149780784728,959,0
149780858930,961,0
149781607308,55,194598
149781632600,43,3298
149781747613,55,0
149781754279,959,679449
149782345050,43,374139
149782413237,959,0
149782486306,961,0
149782726065,959,6335
149783388312,229,398850
149783412611,962,4180
149784358163,43,15187
149784370082,963,965300
149784394773,43,2847
149784473456,963,0
149784479912,962,0
149784507420,25,5835
149784562244,11,48850
149784568289,962,0
149784578885,229,4240
149784626442,962,0
149784634031,11,3078
149784640236,962,0
149784645348,960,0
149785610724,43,332196
149786466034,229,369657
149786528257,43,4411
149786593307,963,1324352
149786633546,11,6165
149786647039,963,0
149786657475,11,3048
149786663038,963,0
149786667660,961,0
149787465840,43,326823
149787538468,959,0
149787689258,962,1607397
149788475439,55,319785
149788496471,43,2527
149788615042,55,0
149788620866,959,695969
149788665105,961,0
149789443606,43,310733
149789506511,962,0
149789527663,963,9123
149789534550,960,0
149790325352,229,371041
149790494186,963,153597
149790501584,959,1592951
149790900374,229,163963
149790924864,43,2306
149790998796,229,0
149791006555,959,0
149791087112,962,743435
149791923170,43,192542
149791993192,959,598459
149792042925,960,0
149792941313,55,190698
149792962294,43,2496
149793682493,961,0
149794545131,55,0
149794553021,229,332246
149794569501,962,0
149794609329,43,3248
149794677617,962,0
149794683962,959,2267849
149794763838,963,198527
149795567652,11,7037
149795581577,25,8120
149795717039,11,0
149795722633,959,721712
149796316952,11,29993
149796323879,959,0
149796357261,962,1125594
149796546466,11,4431
149796668385,25,118240
149796674360,960,0
149797248300,962,0
149797278133,229,3749
149797408543,962,0
149797422798,959,896512
149797800245,229,166820
149797824484,43,2636
149797891810,229,0
149797933279,959,0
149798005216,961,0
149798815558,43,188834
149798888397,963,0
149798908376,25,4170
149798963361,963,0
149798970679,959,676351
149799027579,960,0
149799805770,43,186047
149799908873,55,294834
149799924812,43,2115
149800755973,55,0
149800765386,963,335113
149800780604,961,0
149802007915,229,376985
149802868459,43,6807
149802961627,959,3671523
149803055257,229,0
149803998594,43,194558
149804357756,959,914977
149804428690,25,125017
149805492853,959,681531
149805547858,960,0
149805840196,55,722454
149805871553,43,4120
149806015667,25,0
149806039686,55,7288
149806819772,43,445033
149806912830,963,4886560
149806921983,959,1089526
149806990912,962,4960582
149807890361,43,6025
149807959090,229,0
149807974357,55,0
149809292845,959,1958971
149809367929,963,1396279
149809838425,43,5394
149809926902,963,0
149809933057,959,302663
149809963642,960,0
149810819785,55,0
149810953954,959,732799
149811042421,963,419079
149811514089,959,191921
149811583239,962,0
149811826868,959,4872
149811852801,962,0
149812338654,959,210908
149812392286,960,0
149812624587,963,0
149812664615,25,4722
149813754291,963,0
149813819982,229,6837
149814813101,43,6867
149815249835,961,0
149816173502,43,445023
149816281336,229,0
149816291892,963,0
149816322758,959,3704146
149816442322,962,0
149817428554,55,418969
149817464722,43,3127
149817607553,55,0
149817614851,959,921673
149818296896,43,384404
149818372321,959,0
149818430003,960,0
149819321883,229,388735
149819342794,961,0
149824496420,962,0
149824539095,963,5201714
149824564878,43,3869
149825543662,963,0
149825570067,43,3810
149826566283,963,0
149826597029,959,7970875
149826657728,960,0
149837136991,372,2429917
149837175355,352,20169
149837183856,25,12649823
149837394443,16,266284
149837399004,11,208582
149837403235,959,10526700
149838193526,11,498946
149838213805,959,0
149838247288,963,866448
149838438648,229,4802
149838581869,963,0
149838592215,11,2928
149839653731,43,8851
149839663505,11,0
149839670252,229,284248
149839707774,43,3348
149839983221,963,0
149839998047,959,1572291
149840217787,962,2833068
149841264156,16,7228
149841271624,43,393486
149841360362,959,825657
149841424801,961,0
149842317924,55,374159
149842348108,43,2887
149842489756,55,0
149842497896,959,876402
149842907893,43,165136
149842972772,959,0
149843031737,962,0
149843783202,229,198377
149843808665,962,0
149844600990,43,6275
149844606835,229,791584
149844735100,963,930716
149845395361,43,646758
149845459619,229,422538
149845484590,963,0
149845489602,959,2254616
149845556336,961,0
149846500926,43,326943
149846579128,959,746082
149846630544,963,465583
149846854655,11,5494
149847575124,25,715427
149847580006,43,465994
149847641296,959,815051
149848011455,43,162148
149848244077,959,0
149848303132,963,0
149848910242,55,165787
149848930171,43,2255
149849035901,55,0
149849041515,963,0
149849683531,43,215579
149849750045,25,698225
149849814032,962,0
149849822944,959,1285517
149849905436,963,0
149850406356,11,648271
149850417825,959,232231
149850485531,962,92196
149851343829,43,355564
149851457057,229,481102
149852672531,43,7949
149852740208,229,0
149852749591,959,2028221
149852823953,961,0
149853660277,43,190117
149853730810,959,651379
149853775309,961,0
149853969015,959,4521
149854615112,55,322392
149854635432,43,2466
149854737773,55,0
149854743517,959,0
149855314549,43,346450
149855378577,962,0
149855395518,11,6456
149855409733,25,9122
149855456448,11,0
149855460829,962,0
149855466031,961,0
149856005987,43,163692
149856674198,229,837767
149856687691,961,0
149867179937,16,11718
149867190994,963,15484024
149867212958,229,3298
149867396369,963,0
149867401802,959,0
149867417721,962,216351
149867425230,960,0
149868176525,229,458587
149868208072,43,2727
149868271438,229,0
149868277773,960,0
149869395598,43,342481
149869479033,960,0
149870464122,55,341639
149870489986,43,3268
149870596798,55,0
149870602602,959,2887801
149871217863,43,325970
149871280988,959,0
149871418977,960,0
149872477707,229,332196
149872649248,963,154620
149873212170,229,327514
149873240099,43,3278
149873302843,963,0
149873323002,962,832394
149873328566,959,1722420
149873385426,960,0
149873971124,43,163552
149874270499,959,668491
149874706640,55,169656
149874726238,43,2436
149874829412,55,0
149874835146,959,0
149874877460,960,0
149875644152,43,208462
149875708200,963,1181772
149875735487,11,5323
149875747065,25,6997
149875783755,11,0
149875787655,963,0
149875798612,959,688691
149875844544,960,0
149876649391,43,381748
149876756985,229,495617
149876827749,962,57531
149877395122,11,4832
149877531056,962,0
149877958155,229,357989
149878638265,43,4261
149878702613,962,0
149878709680,963,1670933
149878741138,959,2715238
149878808333,962,90513
149879574314,43,314001
149879655353,229,0
149879663994,959,633386
149879712533,962,0
149879933245,959,5614
149879959018,960,0
149880713411,55,193054
149880733119,43,2606
149880855861,55,0
149880926554,959,748678
149881458300,43,307786
149881520653,959,0
149881566686,962,0
149882362490,229,347774
149882379222,963,4331
149882396614,43,2837
149882464240,963,0
149882470315,959,675559
149882516509,962,0
149882694776,959,4591
149882718956,960,0
149883475514,963,330943
149883507091,43,3759
149883587880,963,0
149883594155,959,680401
149883659696,962,0
149883902873,229,4942
149883980143,959,95916
149884618400,43,325449
149884735658,963,451328
149885368071,229,366740
149885419748,43,2526
149885495113,229,0
149885501228,963,0
149885513408,11,3940
149885566749,963,0
149885577726,959,0
149885713369,962,0
149886572679,43,331754
149886654901,960,0
149887516076,43,334702
149887622307,55,446497
149888032113,43,3589
149888744432,963,892682
149888761314,959,2774132
149888815297,962,0
149889016651,55,0
149889022315,959,11228
149889124526,962,0
149889820896,229,190779
149889979385,963,145226
149889986503,959,690215
149890595167,229,322371
149890626163,43,2556
149890689479,229,0
149890695524,959,0
149890732063,960,0
149891527697,43,315284
149891598661,959,693573
149891634189,961,0
149891811945,959,4751
149892389644,55,358059
149892406806,43,1814
149892510130,55,0
149892514150,11,132035
149892940015,43,160143
149893002078,959,0
149893045154,11,0
149893868335,959,585157
149893906509,962,0
149894330169,43,5453
149894394487,229,721351
149894409304,11,0
149894412872,963,6636
149894434124,11,3348
149894504357,963,0
149894510933,229,2416
149894541338,963,0
149894545749,960,0
149895182342,43,166700
149895939361,11,283597
149895955190,963,305009
149896572185,11,194167
149896591492,229,208692
149896618108,43,2116
149896678426,229,0
149896684771,963,0
149896695177,961,0
149897597603,43,322993
149897666532,962,0
149897714009,959,3592201
149897814947,960,0
149898585980,55,336616
149898607543,43,2486
149898713513,55,0
149898719558,959,704069
149899270160,43,326261
149899350688,959,0
149899405473,961,0
149900379795,229,433043
149900629498,960,0
149901415829,229,483898
149901467175,43,2837
149901543202,229,0
149901550039,963,1132130
149901558941,959,1838706
149901637333,962,1223494
149902519871,43,359543
149902590303,959,715386
149902634061,961,0
149903463708,55,364084
149903489050,43,3167
149903595632,55,0
149903601326,959,730995
149903991595,43,162459
149904053837,959,0
149904101244,960,0
149904857842,229,191561
149904875004,963,4722
149905680111,43,4962
149905742013,959,1405772
149905787946,962,0
149905967828,959,4922
149905999014,962,0
149906575430,959,361809
149906601825,963,0
149907152577,11,7829
149907167263,25,8070
149907313723,11,0
149907320870,961,0
149920185682,16,11418
149920196368,960,0
149930092240,16,11118
149930102194,962,0
149930140498,43,3859
149930222700,962,0
149930228985,963,0
149930257295,229,3709
149930313563,963,0
149930323227,959,23406058
149930355636,960,0
149931228039,43,321420
149931334560,962,434737
149931808745,229,164975
149931845475,43,2306
149931905994,229,0
149931912038,959,272409
149932029356,962,0
149932882311,43,191370
149932951812,959,610840
149932999980,962,0
149933829176,55,193856
149933851110,43,2867
149933953802,55,0
149933959406,959,706274
149934565555,43,350220
149934629772,959,0
149934677600,962,0
149934855537,959,4481
149934879385,960,0
149935696532,229,205274
149935856124,963,146630
149936550158,43,621707
149936615408,229,464500
149936642284,963,0
149936646735,959,1523701
149936701620,960,0
149936885281,959,5393
149937475470,43,313860
149937540650,963,386469
149937572870,11,3449
149937616296,963,0
149937623835,959,0
149937667061,962,0
149937851754,959,6085
149937948953,960,0
149938919587,43,257793
149939024665,959,793499
149939084221,960,0
149939973565,43,244039
149940686466,55,965281
149940718033,43,2717
149940854669,55,0
149940862227,963,396103
149940881505,959,1573434
149941491272,43,319114
149941556071,959,0
149941629602,962,756338
149941913850,959,17433
149941961817,961,0
149942741933,229,198497
149942921985,963,165406
149942929935,959,724549
149942951267,962,197485
149942955267,960,0
149943540745,229,312919
149943568864,43,3579
149943632731,959,407932
149943681581,960,0
149943899887,959,4993
149943928006,961,0
149944665627,43,193736
149944736160,959,596354
149944813430,960,0
149945042763,959,5162
149945069208,960,0
149945882726,55,193204
149945904469,43,2636
149946007743,55,0
149946015352,959,667840
149946628257,43,313560
149946692194,959,0
149946738918,961,0
149947612935,229,334231
149947635159,963,3949
149947661454,11,3007
149947813106,963,0
149947824194,229,3379
149948707864,43,4642
149948715813,963,0
149948723522,962,1095711
149948741346,959,1829363
149948813473,960,0
149948997244,229,0
149949019278,43,1904
149949082093,229,0
149949088288,959,96116
149949108798,960,0
149949906026,43,191731
149949978303,959,624273
149950017028,961,0
149950910102,55,226036
149950935644,43,2626
149951689125,55,0
149951697194,959,1402734
149951750916,960,0
149951960030,959,4551
149951982766,960,0
149952776725,229,194006
149952796714,963,3779
149952836232,43,3148
149952907025,963,0
149952913110,962,123954
149952933741,959,689604
149952968206,961,0
149953745003,43,188172
149953811938,963,261994
149953836538,11,3950
149953914570,963,0
149953925667,959,726524
149953965174,960,0
149954760768,43,191030
149954871209,959,644804
149954910044,962,347453
149955657680,11,187079
149955679814,963,215689
149955712264,962,0
149955730258,11,2596
149955855446,962,0
149955920105,959,784908
149956477433,229,776356
149956616795,959,0
149956686867,961,0
149957245088,229,351333
149957270601,43,2416
149957331500,229,0
149957337796,962,1174043
149957361524,959,471929
149957423216,961,0
149958267511,43,336807
149958338927,959,617918
149958411465,960,0
149959547993,55,461844
149959579561,43,3679
149959722723,55,0
149959729660,959,954314
149960383966,43,386298
149960463862,959,0
149960541503,961,0
149960775247,959,7248
149960815285,961,0
149961717782,229,233614
149961907006,963,159882
149961931476,43,3508
149962628428,229,443178
149962664577,963,0
149962671534,962,928139
149962678531,959,1576050
149962776582,960,0
149962986537,959,4671
149963012982,960,0
149963750554,43,191601
149963824706,963,272860
149963879009,959,670346
149963911028,961,0
149964644499,43,208312
149964716065,959,606199
149964749787,960,0
149964924867,959,4701
149964946571,960,0
149965695861,43,191992
149966510170,55,1013649
149966532936,43,3007
149966641473,55,0
149966647277,963,520208
149967222239,43,336276
149967282968,11,68107
149967327698,25,38204
149967332289,963,0
149967342765,25,2797
149967347617,963,0
149967351677,959,2217736
149967453968,961,0
149967671643,959,4772
149967704954,961,0
149968469291,43,318111
149968584324,229,440652
149969413710,959,1498529
149969821682,229,169997
149969864748,43,2636
149969949957,229,0
149969957787,959,0
149970038144,962,1441630
149970970042,43,240490
149971320964,963,2473644
149971350045,960,0
149971940285,55,201274
149971966650,43,3028
149972678989,29,87264
149972687630,55,0
149972692412,962,0
149972716792,959,2392736
149972804266,960,0
149973620040,43,189856
149973689250,229,267076
149973751202,959,664933
149973776043,963,73009
149973781356,961,0
149974525283,43,319435
149974629669,960,0
149975284688,229,341790
149975321498,43,3158
149975383159,959,443509
149975450495,962,1250461
149975671868,25,5523
149975734502,11,57290
149975740377,959,101339
149975779603,962,0
149976577522,43,323935
149976662501,959,636924
149976713416,961,0
149976969826,959,6045
149977009002,961,0
149977808365,43,208763
149977920641,55,328096
149978526839,43,588916
149978629622,959,1376912
149979014066,43,162229
149979241424,959,0
149979793302,229,173246
149979810875,55,0
149979816298,963,9022
149979843194,11,4832
149979989844,25,141778
149979996661,963,0
149980084306,229,81650
149980746121,963,0
149980756527,25,3398
149981127829,229,160915
149981150244,43,2536
149981209760,229,0
149981215644,963,0
149981222361,959,0
149981419387,960,0
149982399524,16,6235
149982405439,43,354982
149982479471,961,0
149983289199,55,340165
149983310391,43,2235
149983429644,55,0
149983486975,962,0
149983857725,43,161436
149983919146,962,0
149983939997,25,5754
149983997920,11,52590
149984003233,962,0
149984009398,959,2316790
149984104020,960,0
149984900316,43,189696
149985007278,229,303676
149985751065,963,730965
149986333485,43,5564
149986402986,229,410057
149986428949,963,0
149986434493,959,2077121
149986505377,962,1208618
149986763521,959,19779
149986803459,961,0
149987557711,43,315695
149987635131,959,632804
149987677475,963,443088
149987924873,959,38785
149988523132,43,348817
149988591299,11,99875
149988599760,960,0
149989482112,55,331695
149989507113,43,2516
149989619549,55,0
149989625694,959,0
149990234911,43,336326
149990299178,961,0
149990997624,229,168053
149991701823,43,3659
149991783914,963,2644925
149991821767,11,7237
149991870527,25,43777
149991876211,963,0
149991892581,962,880452
149991899709,959,0
149992009609,960,0
149992853842,43,234486
149992943211,229,0
149992951682,959,678466
149993015038,961,0
149993905314,43,268600
149994029048,55,400343
149994736986,43,4661
149994851608,959,1572793
149995442910,43,327194
149995508511,55,0
149995514646,963,1162004
149995549411,959,0
149995589480,960,0
149996510682,229,322883
149996701721,961,0
149997282517,229,349237
149997308611,43,2546
149997370002,229,0
149997375856,962,848463
149997402221,25,3117
149997474759,962,0
149997482899,963,958614
149997487932,959,1649180
149997548761,961,0
149998321779,43,338842
149998394578,959,614729
149998430877,960,0
149998676741,959,5975
149998704299,960,0
149999460907,43,318001
149999567478,55,430557
149999585904,43,2236
150000358907,25,447093
150000392439,55,0
150000398855,959,1493182
150000457198,962,552301
150001304085,229,367382
150001468649,963,151642
150001849535,229,161697
150001875939,43,3558
150001938453,963,0
150001958111,961,0
150002819065,43,335664
150002917146,959,2189717
150003038688,962,0
150003917275,55,197014
150003942868,43,2617
150004691837,25,43146
150004707395,699,506654
150004782931,681,575624
150004804775,43,0
150004887167,55,0
150004898825,959,1541846
150005003041,963,1296513
150005873679,17,6736
150005881027,229,231829
150005899683,959,636112
150005939902,960,0
150006293711,17,5584
150006299686,959,165306
150006324095,960,0
150006495005,959,4190
150006516037,962,0
150006689222,959,4431
150006711497,961,0
150006886156,959,4321
150006907057,960,0
150007243243,959,150009
150007266229,961,0
150007444276,959,4290
150007465208,963,0
150007635736,959,4170
150007656598,961,0
150007828560,959,4311
150007849551,963,0
150008017594,959,4140
150008038646,962,0
150008374831,959,147311
150008399281,960,0
150008570382,959,4161
150008591433,961,0
150008764518,959,4260
150008785530,963,0
150008954535,959,4251
150008975536,962,0
150009309176,959,149076
150009333385,961,0
150009517588,959,4251
150009538439,963,0
150010582924,43,7228
150010591796,962,0
150010603524,229,3007
150010737393,962,0
150010742897,960,0
150011324385,229,330101
150011349346,43,3028
150011411208,959,1695734
150011473952,960,0
150011740146,959,6115
150011779282,961,0
150012591396,25,32179
150012611525,43,346851
150012685076,55,79866
150013968087,43,10556
150015419268,959,3387998
150015532786,960,0
150015808002,55,0
150015818057,959,20661
150015871869,960,0
150016777543,229,278143
150016803637,959,672090
150016851575,962,54875
150017412001,959,231478
150017444320,961,0
150017697993,959,5122
150017723927,961,0
150017975906,959,4351
150018002030,963,0
150018538898,25,9022
150018745576,11,199560
150018754347,959,464440
150019615131,962,0
150019658758,43,4952
150019745341,962,0
150019753551,961,0
150021182528,963,0
150021207539,11,4872
150021219278,963,0
150021224401,960,0
150034143266,229,12947576
150034337052,16,205024
150034345643,962,13573613
150035232701,229,630458
150035268078,43,5022
150035793448,959,0
150036529084,43,412362
150036621020,962,0
150036657410,11,7128
150036674271,962,0
150036712535,961,0
150037929265,55,514975
150037967439,43,3870
150038847147,55,0
150038868770,959,0
150039045384,961,0
150039922106,229,212812
150039942938,961,0
150055169218,16,11769
150055180105,962,15244435
150055228113,43,4842
150055315467,962,0
150055322855,959,15987038
150055396636,963,15457638
150056195137,11,5674
150056937240,963,0
150056952367,229,4732
150057645078,43,5303
150057711471,963,0
150057722348,962,1863897
150057740442,959,2142341
150057813702,960,0
150058687739,43,190619
150058760146,959,607291
150058800967,960,0
150059632448,55,350611
150059651495,43,2285
150059802907,55,0
150060326874,43,324507
150060391873,962,1120000
150060430448,11,4832
150060479839,55,0
150060484892,962,0
150060494375,959,1447013
150060567144,960,0
150061460959,43,321430
150062017766,229,885304
150062786273,43,4280
150062854040,963,822360
150062873608,962,1029268
150062890048,959,2103826
150062974806,960,0
150063929100,43,228740
150064002179,229,0
150064011682,959,737248
150064058437,960,0
150064827977,55,200963
150064846683,43,2175
150065002596,963,383662
150065548807,43,307986
150065617426,55,0
150065624242,963,0
150065698495,959,1410364
150065813086,960,0
150066606976,43,189816
150066691864,229,283245
150066712806,962,4572
150066733647,959,661765
150066769334,960,0
150067571234,43,340015
150067660122,959,666296
150067704832,963,481052
150068533136,11,6506
150068719624,962,527035
150069372747,11,359192
150069403473,962,0
150069431251,229,3779
150069645076,962,0
150069660063,959,1736374
150070495304,229,418487
150070549658,43,4100
150070635849,229,0
150070643558,959,0
150070745890,963,0
150071024724,11,4912
150071823516,43,424473
150071959369,11,0
150072004460,963,0
150072015577,959,1016837
150072127703,960,0
150073018591,43,231258
150073685187,55,904531
150073706379,43,2175
150073805894,55,0
150074468812,43,366931
150074537480,959,2099355
150074604204,963,1124200
150074858789,959,34063
150074940390,961,0
150075707634,229,193365
150075933168,962,202838
150077348042,43,8751
150077355651,229,1115580
150077383770,43,2657
150077445702,959,2280811
150077505539,963,1778457
150077744867,959,8341
150077778870,962,0
150078583937,43,334000
150078659232,959,638277
150078697486,960,0
150078910429,959,5333
150079587943,960,0
150079765960,959,4381
150079793287,961,0
150079985499,959,5273
150080010270,960,0
150080349924,959,149267
150080374374,962,0
150080549644,959,4160
150080570656,962,0
150080741355,959,4170
150080762517,961,0
150080946389,959,4351
150080967240,961,0
150081302403,959,147883
150081325379,55,2077662
150081496239,959,4972
150081517090,962,0
150081688461,55,0
150081708530,43,2265
150081829688,55,0
150081835532,959,152103
150082381794,43,308608
150082444768,960,0
150083882434,229,724875
150083920447,962,0
150083970269,43,3588
150084292070,55,49592
150087994351,962,0
150088041337,961,0
150094178477,11,6152438
150094363552,16,193134
150094368684,25,182468
150094372223,55,0
150094381616,959,0
150095106326,963,11194560
150095131097,43,4191
150095194322,963,0
150095200487,959,0
150095290318,960,0
150096304609,963,322853
150096359012,25,4852
150096500830,963,0
150096512900,229,3869
150097213270,963,0
150097220147,959,1752945
150097245188,962,2888202
150097645401,229,175280
150097670824,43,2446
150098106163,959,639110
150098190369,963,938073
150099127390,43,516157
150099192961,229,0
150099200440,959,794561
150099238614,962,0
150099443607,959,28620
150099468027,960,0
150100263160,55,353027
150100289053,43,3819
150100422080,959,766392
150101165796,43,493141
150101257331,959,0
150101327303,963,0
150101569949,25,5223
150102448827,229,572366
150103359460,963,0
150103372432,959,1820929
150104087167,229,425033
150104122955,43,2867
150104189519,229,0
150104195834,959,0
150104276202,962,1079802
150104514707,960,0
150105115011,43,359823
150105185545,960,0
150105842588,55,167642
150105862938,43,2486
150106581342,55,0
150106587758,959,2079687
150106657419,960,0
150107472320,229,317710
150107509381,959,636332
150107546743,963,41993
150107752588,25,5924
150107902928,963,0
150107913764,229,3308
150108656421,963,0
150108665513,959,945084
150108684841,962,1183991
150109314276,43,554672
150109379136,229,391742
150109407585,962,0
150109413550,959,429064
150109479733,960,0
150110115003,43,164885
150110183531,959,447329
150110224492,962,281592
150110471137,25,4491
150111279683,16,5283
150111285357,43,371493
150111353023,25,0
