ts_ns,prev_pid,next_pid,run_ns
319065993515,975,962,388580
319066037046,962,978,43531
319067233681,978,16,1196635
319067240305,16,71,6624
319067249625,71,17,9320
319067256128,17,3970,6503
319067675893,3970,3971,0
319068030783,3971,978,0
319068444015,978,964,413232
319071166933,964,16,2722918
319071173085,16,17,6152
319071180381,17,962,7296
319071235796,962,971,55415
319072178993,971,16,943197
319072190206,16,17,11213
319072195688,17,973,5482
319072656949,973,3972,461261
319073071644,3972,962,0
319073115475,962,981,43831
319073523677,981,71,408202
319073537365,71,17,13688
319073542977,17,981,5612
319073899681,981,3973,356704
319074268219,3973,972,0
319074638832,972,962,370613
319074675819,962,3974,36987
319075248633,3974,16,572814
319075253554,16,17,4921
319075259736,17,3974,6182
319075659250,3974,974,0
319076051397,974,962,392147
319076087032,962,971,35635
319076492998,971,17,405966
319076502027,17,971,9029
319076931723,971,962,429696
319076960653,962,3975,28930
319077334823,3975,17,374170
319077341828,17,962,7005
319077365868,962,3975,24040
319078129039,3975,17,763171
319078135643,17,962,6604
319078156767,962,965,21124
319081256541,965,17,3099774
319081265880,17,962,9339
319081294810,962,968,28930
319082080218,968,17,785408
319082085990,17,962,5772
319082107355,962,3976,21365
319082744443,3976,975,0
319083240567,975,962,496124
319083278126,962,967,37559
319084221072,967,16,942946
319084228257,16,17,7185
319084234771,17,962,6514
319084276407,962,981,41636
319084499452,981,962,223045
319084518552,962,3977,19100
319085336919,3977,962,0
319085378064,962,978,41145
319086217044,978,16,838980
319086223096,16,17,6052
319086229760,17,962,6664
319086264944,962,971,35184
319086488089,971,962,223145
319086507129,962,968,19040
319092233900,968,16,5726771
319092246847,16,17,12947
319092253871,17,962,7024
319092306150,962,3975,52279
319093422162,3975,17,1116012
319093436703,17,962,14541
319093478820,962,3978,42117
319094585849,3978,973,0
319095054476,973,962,468627
319095085701,962,3979,31225
319095469020,3979,17,383319
319095475504,17,962,6484
319095507771,962,3979,32267
319096124347,3979,17,616576
319096130359,17,962,6012
319096151714,962,3980,21355
319096740030,3980,962,0
319096762547,962,967,22517
319102193983,967,17,5431436
319102201428,17,16,7445
319102209655,16,17,8227
319102214375,17,962,4720
319102252925,962,3981,38550
319103183416,3981,969,930491
319114219006,969,16,11035590
319114230730,16,972,11724
319114775877,972,3982,545147
319115264869,3982,978,0
319115741362,978,962,476493
319115793411,962,3983,52049
319116299626,3983,17,506215
319116307783,17,3983,8157
319116708839,3983,964,0
319124265655,964,17,7556816
319124278191,17,16,12536
319124305849,16,17,27658
319124310819,17,3975,4970
319124805941,3975,3979,0
319125203631,3979,3981,0
319125741993,3981,3984,0
319126207554,3984,962,0
319126280546,962,970,72992
319128218306,970,17,1937760
319128227956,17,16,9650
319128242807,16,17,14851
319128247056,17,971,4249
319128756118,971,975,509062
319129190052,975,979,433934
319129619177,979,965,429125
319133617537,965,71,3998360
319133638631,71,16,21094
319133644803,16,17,6172
319133652850,17,981,8047
319134208258,981,962,555408
319134272653,962,974,64395
319135120039,974,16,847386
319135124729,16,17,4690
319135131583,17,3985,6854
319135550116,3985,973,0
319135984863,973,3986,434747
319136364955,3986,963,0
319145253277,963,16,8888322
319145264200,16,17,10923
319145273529,17,972,9329
319145948296,972,962,674767
319146028063,962,974,79767
319146561555,974,17,533492
319146573790,17,974,12235
319147220829,974,978,647039
319147829774,978,970,608945
319155223700,970,16,7393926
319155233571,16,17,9871
319155241578,17,3987,8007
319155714875,3987,3988,0
319156111682,3988,3989,0
319156550507,3989,962,0
319156620433,962,974,69926
319157293927,974,16,673494
319157301924,16,17,7997
319157309219,17,974,7295
319157360636,974,3990,51417
319157843713,3990,971,0
319158279051,971,975,435338
319158687382,975,3991,408331
319159067885,3991,979,0
319159485907,979,967,418022
319165203217,967,17,5717310
319165214902,17,16,11685
319165223900,16,17,8998
319165226666,17,11,2766
319165234322,11,962,7656
319165305921,962,981,71599
319166121131,981,973,815210
319166687823,973,968,566692
319176166466,968,16,9478643
319176174783,16,17,8317
319176181177,17,3992,6394
319176673744,3992,3993,0
319177171101,3993,966,0
319186178631,966,16,9007530
319186189654,16,17,11023
319186197681,17,3994,8027
319186707254,3994,981,0
319186754091,981,962,46837
319186818245,962,965,64154
319187269997,965,17,451752
319187278725,17,965,8728
319196230139,965,71,8951414
319196250501,71,16,20362
319196255472,16,17,4971
319196262526,17,972,7054
319196832324,972,3995,569798
319197226496,3995,974,0
319197622171,974,3996,395675
319197988705,3996,3997,0
319198363497,3997,978,0
319198779735,978,3998,416238
319199149465,3998,3999,0
319199507522,3999,962,0
319199575063,962,971,67541
319201139915,971,16,1564852
319201145437,16,71,5522
319201155939,71,17,10502
319201161861,17,964,5922
319206235971,964,16,5074110
319206242725,16,17,6754
319206248968,17,975,6243
319206772630,975,979,523662
319207178666,979,981,406036
319207567467,981,973,388801
319207983504,973,962,416037
319208050414,962,4000,66910
319209219902,4000,16,1169488
319209229061,16,17,9159
319209234372,17,11,5311
319209252921,11,71,18549
319210336901,71,17,1083980
319210350269,17,71,13368
319210395193,71,971,44924
319211327797,971,4001,932604
319212071788,4001,4002,0
319212875855,4002,962,0
319213006608,962,974,130753
319214336530,974,16,1329922
319214352383,16,17,15853
319214367224,17,978,14841
319215420430,978,17,1053206
319215435582,17,29,15152
319215447306,29,962,11724
319215534207,962,4000,86901
319216522137,4000,17,987930
319216537219,17,962,15082
319216588676,962,971,51457
319217167884,971,962,579208
319217212106,962,970,44222
319218287117,970,17,1075011
319218302189,17,962,15072
319218332793,962,967,30604
319219420911,967,17,1088118
319219431163,17,962,10252
319219476557,962,4003,45394
319221676213,4003,975,0
319222777850,975,962,1101637
319222910437,962,969,132587
319225480235,969,16,2569798
319225495436,16,17,15201
319225504114,17,71,8678
319225527784,71,962,23670
319225651963,962,978,124179
319226633599,978,17,981636
319226643209,17,962,9610
319226692382,962,4004,49173
319227683879,4004,962,991497
319227749767,962,974,65888
319228703004,974,17,953237
319228718016,17,962,15012
319228769332,962,4005,51316
319229724494,4005,17,955162
319229734064,17,962,9570
319229783056,962,4000,48992
319230773882,4000,962,990826
319230827534,962,4006,53652
319231805413,4006,962,977879
319231859115,962,963,53702
319232811811,963,962,952696
319232873700,962,4007,61889
319234784775,4007,962,0
319234850813,962,975,66038
319236539243,975,16,1688430
319236555126,16,17,15883
319236570278,17,962,15152
319236640785,962,4004,70507
319237642493,4004,17,1001708
319237654077,17,962,11584
319237712539,962,970,58462
319238693545,970,71,981006
319238729600,71,962,36055
319238784434,962,974,54834
319239754006,974,962,969572
319239815494,962,4005,61488
319240781498,4005,978,966004
319241748304,978,971,966806
319242331790,971,967,583486
319247139574,967,16,4807784
319247150056,16,17,10482
319247158554,17,4006,8498
319247694922,4006,973,0
319248153077,973,4008,458155
319248560988,4008,962,0
319248631395,962,4000,70407
319249270136,4000,16,638741
319249275999,16,17,5863
319249283143,17,962,7144
319249308376,962,963,25233
319250159260,963,17,850884
319250166636,17,962,7376
319250189143,962,4004,22507
319250838817,4004,979,0
319251293896,979,962,455079
319251314729,962,970,20833
319252213724,970,16,898995
319252218925,16,17,5201
319252225268,17,962,6343
319252251392,962,4005,26124
319252864421,4005,981,0
319253342076,981,962,477655
319253375576,962,974,33500
319254166465,974,16,790889
319254174532,16,17,8067
319254182960,17,962,8428
319254225589,962,978,42629
319254468675,978,962,243086
319254486713,962,4000,18038
319255254334,4000,17,767621
319255265587,17,962,11253
319255309879,962,4000,44292
319255512141,4000,962,202262
319255533325,962,4009,21184
319256296326,4009,17,763001
319256308802,17,962,12476
319256355269,962,4009,46467
319256559986,4009,962,204717
319256578845,962,4010,18859
319257134684,4010,17,555839
319257140987,17,962,6303
319257163925,962,4010,22938
319257921815,4010,962,0
319257946697,962,964,24882
319258341631,964,17,394934
319258347844,17,962,6213
319258370451,962,964,22607
319265225864,964,16,6855413
319265241046,16,17,15182
319265249784,17,962,8738
319265319730,962,970,69946
319266133126,970,71,813396
319266149941,71,962,16815
319266175915,962,975,25974
319266897530,975,962,721615
319266920077,962,4011,22547
319267324219,4011,17,404142
319267331274,17,962,7055
319267356837,962,4011,25563
319268123726,4011,17,766889
319268129859,17,962,6133
319268151885,962,963,22026
319280192429,963,16,12040544
319280205988,16,17,13559
319280213503,17,962,7515
319280267746,962,969,54243
319289242578,969,17,8974832
319289254994,17,16,12416
319289269956,16,971,14962
319289844894,971,4012,574938
319290259669,4012,4013,0
319290635853,4013,974,0
319291037521,974,962,401668
319291091113,962,4000,53592
319292188170,4000,16,1097057
319292195756,16,17,7586
319292201859,17,4009,6103
319292658110,4009,970,0
319299178365,970,17,6520255
319299187945,17,16,9580
319299210632,16,966,22687
319309399466,966,16,10188834
319309408595,16,17,9129
319309415479,17,4011,6884
319309899959,4011,968,0
319321148492,968,16,11248533
319321157741,16,17,9249
319321165808,17,4014,8067
319321660149,4014,962,0
319321733031,962,965,72882
319322108133,965,17,375102
319322114827,17,965,6694
319330230478,965,16,8115651
319330238685,16,71,8207
319330250700,71,17,12015
319330256643,17,979,5943
319330786658,979,4000,530015
319331187053,4000,981,0
319331563948,981,4015,376895
319331912946,4015,978,0
319332287337,978,4016,374391
319332735160,4016,973,0
319333115353,973,967,380193
319341173023,967,16,8057670
319341181682,16,17,8659
319341187925,17,962,6243
319341260536,962,972,72611
319341961006,972,975,700470
319342359016,975,971,398010
319342794484,971,974,435468
319343211754,974,4017,417270
319343618282,4017,4018,0
319343961347,4018,962,0
319344008335,962,964,46988
319345180028,964,16,1171693
319345186081,16,17,6053
319345193757,17,4019,7676
319345594863,4019,4020,0
319345954844,4020,979,0
319346391003,979,981,436159
319346903451,981,962,512448
319346996065,962,978,92614
319348169491,978,16,1173426
319348178500,16,17,9009
319348186376,17,973,7876
319348741854,973,962,555478
319348864009,962,970,122155
319349416100,970,17,552091
319349426342,17,970,10242
319362275913,970,16,12849571
319362288339,16,17,12426
319362296125,17,4021,7786
319362891486,4021,962,0
319362959228,962,4022,67742
319363383673,4022,17,424445
319363391669,17,4022,7996
319363794740,4022,964,0
319371189567,964,16,7394827
319371197744,16,17,8177
319371204929,17,4023,7185
319371663055,4023,978,0
319372093352,978,4024,430297
319372466420,4024,972,0
319373003209,972,975,536789
319373543836,975,962,540627
319373623021,962,4025,79185
319375230062,4025,16,1607041
319375238219,16,17,8157
319375246025,17,969,7806
319381348800,969,16,6102775
319381358450,16,17,9650
319381365725,17,4026,7275
319381849694,4026,971,0
319382285743,971,4027,436049
319382645393,4027,974,0
319383056460,974,962,411067
319383117036,962,965,60576
319384140180,965,16,1023144
319384146272,16,17,6092
319384152435,17,981,6163
319384609408,981,4025,456973
319385024834,4025,973,0
319385403063,973,4028,378229
319385757853,4028,962,0
319385811705,962,966,53852
319386431888,966,17,620183
319386441528,17,4029,9640
319386841301,4029,979,0
319387271759,979,978,430458
319387659066,978,965,387307
319392300594,965,16,4641528
319392308540,16,17,7946
319392316297,17,972,7757
319392820328,972,4030,504031
319393297983,4030,962,0
319393370344,962,967,72361
319394126922,967,16,756578
319394131962,16,17,5040
319394139177,17,975,7215
319394577171,975,4031,437994
319394977756,4031,962,0
319395035506,962,966,57750
319395547764,966,17,512258
319395558507,17,966,10743
319402186306,966,16,6627799
319402195295,16,17,8989
319402202840,17,971,7545
319402719247,971,963,516407
319413378752,963,16,10659505
319413388392,16,17,9640
319413396589,17,962,8197
319413459090,962,4032,62501
319414093412,4032,17,634322
319414099044,17,4032,5632
319414556708,4032,967,0
319424201667,967,16,9644959
319424212049,16,17,10382
319424216588,17,11,4539
319424232792,11,71,16204
319425285988,71,17,1053196
319425298113,17,71,12125
319425332305,71,968,34192
319433224701,968,16,7892396
319433237237,16,4033,12536
319433807786,4033,4034,0
319434224215,4034,4035,0
319434631945,4035,4036,0
319435030546,4036,4037,0
319435485043,4037,974,0
319435949572,974,962,464529
319436027274,962,4038,77702
319437151598,4038,17,1124324
319437161659,17,16,10061
319437168914,16,17,7255
319437174746,17,4039,5832
319437734423,4039,981,0
319438239386,981,4038,504963
319438738482,4038,973,0
319439196447,973,972,457965
319439649602,972,979,453155
319440107136,979,978,457534
319440512030,978,969,404894
319444284505,969,17,3772475
319444292682,17,16,8177
319444309067,16,17,16385
319444312975,17,71,3908
319444328517,71,962,15542
319444398243,962,971,69726
319445170242,971,17,771999
319445178339,17,964,8097
319454160657,964,16,8982318
319454170297,16,17,9640
319454177573,17,965,7276
319466170016,965,16,11992443
319466181650,16,975,11634
319466730986,975,971,549336
319467136621,971,4040,405635
319467528869,4040,962,0
319467593374,962,4041,64505
319468176460,4041,17,583086
319468183113,17,16,6653
319468189537,16,17,6424
319468193696,17,4041,4159
319468577325,4041,4042,0
319468928838,4042,4043,0
319469340477,4043,4044,0
319469715068,4044,4045,0
319470102535,4045,974,0
319470513573,974,981,411038
319470868813,981,962,355240
319470926884,962,973,58071
319472231274,973,17,1304390
319472237908,17,16,6634
319472244612,16,17,6704
319472249392,17,972,4780
319472834642,972,979,585250
319473416064,979,978,581422
319474153191,978,71,737127
319474169375,71,16,16184
319474185068,16,17,15693
319474192794,17,978,7726
319474752391,978,969,559597
319487189111,969,17,12436720
319487199763,17,16,10652
319487221870,16,966,22107
319496215196,966,16,8993326
319496225978,16,17,10782
319496234055,17,962,8077
319496310454,962,4046,76399
319497211543,4046,17,901089
319497219229,17,4047,7686
319497688167,4047,973,0
319498110748,973,978,422581
319498143306,978,4046,32558
319498549202,4046,968,0
319506243394,968,16,7694192
319506252183,16,17,8789
319506259638,17,4048,7455
319506699095,4048,4049,0
319507143782,4049,4050,0
319507518623,4050,962,0
319507594892,962,971,76269
319508166003,971,16,571111
319508171555,16,17,5552
319508178279,17,971,6724
319508618166,971,4051,439887
319509039043,4051,4052,0
319509403543,4052,970,0
319517239070,970,16,7835527
319517248430,16,17,9360
319517256917,17,975,8487
319517759014,975,974,502097
319518146723,974,981,387709
319518579244,981,971,432521
319518615300,971,967,36056
319528110659,967,16,9495359
319528120089,16,17,9430
319528126602,17,71,6513
319528140692,71,972,14090
319528707373,972,962,566681
319528780736,962,979,73363
319529168775,979,17,388039
319529176321,17,979,7546
319529715415,979,978,539094
319530144480,978,4053,429065
319530604198,4053,963,0
319537236407,963,16,6632209
319537244604,16,17,8197
319537252570,17,979,7966
319537295660,979,4054,43090
319537712339,4054,962,0
319537775821,962,4055,63482
319538177459,4055,17,401638
319538184884,17,4055,7425
319538566109,4055,4056,0
319538927573,4056,973,0
319539374615,973,4057,447042
319539747121,4057,964,0
319548259999,964,16,8512878
319548269258,16,17,9259
319548276934,17,971,7676
319548776806,971,975,499872
319549219018,975,962,442212
319549282741,962,974,63723
319550139938,974,16,857197
319550145861,16,17,5923
319550153176,17,4058,7315
319550559804,4058,981,0
319550963225,981,4059,403421
319551479802,4059,4060,0
319551951906,4060,974,0
319552388026,974,962,436120
319552449885,962,972,61859
319554187798,972,16,1737913
319554196266,16,71,8468
319554207880,71,17,11614
319554215756,17,979,7876
319554803888,979,978,588132
319555212570,978,4061,408682
319555648168,4061,962,0
319555737785,962,973,89617
319556264433,973,17,526648
319556273261,17,973,8828
319556687074,973,962,413813
319556719101,962,4062,32027
319557099344,4062,17,380243
319557106929,17,962,7585
319557127963,962,4062,21034
319557739589,4062,971,0
319558282250,971,962,542661
319558323737,962,965,41487
319559330896,965,16,1007159
319559342140,16,17,11244
319559351219,17,962,9079
319559420884,962,4063,69665
319560183785,4063,17,762901
319560192312,17,962,8527
319560227345,962,4063,35033
319560407010,4063,962,179665
319560425679,962,966,18669
319568215892,966,16,7790213
319568224279,16,17,8387
319568231805,17,962,7526
319568275987,962,968,44182
319579277710,968,16,11001723
319579288522,16,17,10812
319579295747,17,962,7225
319579356634,962,4064,60887
319580078009,4064,972,0
319580506843,972,973,428834
319580537527,973,4065,30684
319580904492,4065,4066,0
319581284063,4066,965,0
319588580426,965,16,7296363
319588588503,16,17,8077
319588594776,17,4063,6273
319589048673,4063,981,0
319589505645,981,962,456972
319589565951,962,4067,60306
319590132893,4067,16,566942
319590137653,16,17,4760
319590144056,17,4067,6403
319590519399,4067,970,0
319600352521,970,16,9833122
319600362252,16,17,9731
319600370499,17,4068,8247
319600845960,4068,4069,0
319601219870,4069,974,0
319601662202,974,979,442332
319602056163,979,963,393961
319610242051,963,71,8185888
319613374071,71,16,3132020
319613408012,16,17,33941
319613416099,17,71,8087
319613421851,71,975,5752
319613955974,975,978,534123
319614365198,978,962,409224
319614436486,962,4070,71288
319614837502,4070,17,401016
319614848114,17,4070,10612
319615290316,4070,973,0
319615687324,973,971,397008
319616079281,971,4071,391957
319616441066,4071,967,0
319618458642,967,17,2017576
319618467150,17,71,8508
319618479125,71,969,11975
319632215055,969,16,13735930
319632224855,16,17,9800
319632231068,17,11,6213
319632247322,11,71,16254
319633525226,71,17,1277904
319633538674,17,71,13448
319633576673,71,962,37999
319633663454,962,972,86781
319634216628,972,17,553174
319634233623,17,972,16995
319635010252,972,4072,776629
319635788525,4072,4073,0
319636431796,4073,981,0
319636945107,981,4074,513311
319637395205,4074,964,0
319640190774,964,16,2795569
319640200434,16,17,9660
319640207238,17,4075,6804
319640697711,4075,972,0
319640744899,972,967,47188
319652215956,967,16,11471057
319652225425,16,17,9469
319652233693,17,962,8268
319652323600,962,4076,89907
319652986913,4076,974,0
319653412260,974,979,425347
319653824540,979,4077,412280
319654222088,4077,975,0
319654592992,975,978,370904
319655037028,978,973,444036
319655427031,973,962,390003
319655472977,962,4078,45946
319656151451,4078,16,678474
319656157283,16,17,5832
319656164939,17,4078,7656
319656558560,4078,4079,0
319656928962,4079,971,0
319657321310,971,965,392348
319661287109,965,16,3965799
319661298112,16,17,11003
319661306089,17,966,7977
319673340371,966,16,12034282
319673365082,16,17,24711
319673373199,17,71,8117
319673396337,71,964,23138
319683377513,964,16,9981176
319683389227,16,71,11714
319683405211,71,17,15984
319683414480,17,972,9269
319683947521,972,962,533041
319684020143,962,981,72622
319684451452,981,17,431309
319684459148,17,981,7696
319684865886,981,4080,406738
319685265499,4080,4081,0
319685660693,4081,981,0
319685691578,981,4082,30885
319686033330,4082,4083,0
319686429657,4083,963,0
319693226909,963,16,6797252
319693238934,16,17,12025
319693249165,17,4084,10231
319693881063,4084,4085,0
319694496275,4085,962,0
319694579339,962,974,83064
319695277810,974,16,698471
319695284895,16,17,7085
319695292080,17,974,7185
319695767110,974,979,475030
319696221087,979,970,453977
319703279002,970,16,7057915
319703288552,16,17,9550
319703297120,17,975,8568
319704070693,975,978,773573
319704691026,978,968,620333
319714191104,968,16,9500078
319714200473,16,17,9369
319714208951,17,973,8478
319714783950,973,971,574999
319715221742,971,4086,437792
319715607737,4086,974,0
319715643873,974,962,36136
319715713458,962,4087,69585
319716343211,4087,17,629753
319716351398,17,4087,8187
319716719145,4087,965,0
319724202487,965,16,7483342
319724210514,16,17,8027
319724216527,17,29,6013
319724223722,29,4088,7195
319724687228,4088,4089,0
319725070908,4089,972,0
319725516698,972,4090,445790
319725894115,4090,962,0
319725964431,962,4091,70316
319727296699,4091,16,1332268
319727308413,16,17,11714
319727318815,17,981,10402
319727829580,981,974,510765
319728279167,974,979,449587
319728726911,979,4092,447744
319729121514,4092,975,0
319729496626,975,4093,375112
319729858711,4093,962,0
319729924498,962,4091,65787
319731227324,4091,16,1302826
319731233117,16,17,5793
319731240572,17,973,7455
319731637520,973,971,396948
319732049439,971,962,411919
319732090825,962,4094,41386
319732529950,4094,17,439125
319732537236,17,962,7286
319732558751,962,4094,21515
319733094478,4094,17,535727
319733101412,17,962,6934
319733124099,962,963,22687
319745349098,963,16,12224999
319745358879,16,17,9781
319745365052,17,11,6173
319745382308,11,962,17256
319745437322,962,4091,55014
319746219664,4091,17,782342
319746228873,17,4095,9209
319746736521,4095,4096,0
319747179785,4096,981,0
319747620815,981,974,441030
319748013413,974,4097,392598
319748427216,4097,962,0
319748487462,962,967,60246
319749115772,967,16,628310
319749121874,16,17,6102
319749127757,17,967,5883
319755225982,967,16,6098225
319755231553,16,17,5571
319755237285,17,4098,5732
319755702796,4098,979,0
319756122200,979,4094,419404
319756526644,4094,969,0
319766422045,969,16,9895401
319766432116,16,71,10071
319766447509,71,17,15393
319766454754,17,962,7245
319766523036,962,4091,68282
319767161407,4091,17,638371
319767167349,17,4091,5942
319767629753,4091,4099,0
319768105956,4099,4100,0
319768663882,4100,975,0
319769648915,975,972,985033
319770340968,972,970,692053
319776347031,970,16,6006063
319776355749,16,17,8718
319776362834,17,964,7085
319787275129,964,369,10912295
319787325564,369,350,50435
319787337308,350,16,11744
319787344604,16,17,7296
319787353452,17,978,8848
319788033480,978,962,680028
319788124750,962,973,91270
319789261360,973,16,1136610
319789275580,16,71,14220
319789287625,71,17,12045
319789294299,17,4101,6674
319789766263,4101,975,0
319789807349,975,4102,41086
319790179144,4102,971,0
319790687574,971,4103,508430
319791059640,4103,973,0
319791432948,973,965,373308
319796371365,965,16,4938417
319796379071,16,17,7706
319796387027,17,966,7956
319808261292,966,16,11874265
319808273357,16,17,12065
319808282326,17,71,8969
319808291966,71,962,9640
319808405904,962,4104,113938
319809358372,4104,4105,0
319809952261,4105,981,0
319810570695,981,968,618434
319817366464,968,16,6795769
319817375283,16,71,8819
319817388681,71,17,13398
319817396627,17,974,7946
319817939599,974,979,542972
319818447809,979,4106,508210
319818854988,4106,4107,0
319819289744,4107,962,0
319819358808,962,975,69064
319821129931,975,16,1771123
319821136174,16,17,6243
319821143840,17,972,7666
319821607487,972,4108,463647
319821988972,4108,978,0
319822366840,978,971,377868
319822781845,971,962,415005
319822834465,962,967,52620
319823301008,967,17,466543
319823309626,17,967,8618
319827132216,967,16,3822590
319827138419,16,17,6203
319827144130,17,975,5711
319827609801,975,4109,465671
319828009565,4109,970,0
319839309575,970,16,11300010
319839318775,16,17,9200
319839325378,17,11,6603
319839341692,11,71,16314
319840426384,71,17,1084692
319840437497,17,71,11113
319840473262,71,973,35765
319841298933,973,962,825671
319841412210,962,965,113277
319842279147,965,16,866937
319842291483,16,17,12336
319842299660,17,4110,8177
319842990320,4110,4111,0
319843517619,4111,981,0
319843954761,981,973,437142
319843985835,973,4112,31074
319844357460,4112,965,0
319848156641,965,16,3799181
319848166001,16,17,9360
319848174709,17,4113,8708
319848646042,4113,962,0
319848714785,962,974,68743
319849109027,974,17,394242
319849116032,17,974,7005
319849568605,974,979,452573
319849971165,979,4114,402560
319850373213,4114,972,0
319850753265,972,4115,380052
319851113857,4115,978,0
319851518320,978,962,404463
319851573395,962,974,55075
319853199566,974,16,1626171
319853205639,16,17,6073
319853213244,17,971,7605
319853688996,971,975,475752
319854107218,975,962,418222
319854153405,962,4116,46187
319854548859,4116,17,395454
319854556144,17,4116,7285
319854939714,4116,969,0
319858274838,969,16,3335124
319858282213,16,17,7375
319858289519,17,973,7306
319858763938,973,962,474419
319858817389,962,968,53451
319859245722,968,17,428333
319859252196,17,968,6474
319870194309,968,16,10942113
319870203950,16,17,9641
319870211064,17,4117,7114
319870720817,4117,962,0
319870781734,962,4118,60917
319871608228,4118,4119,0
319871996617,4119,974,0
319872418176,974,4120,421559
319872913429,4120,981,0
319873334507,981,967,421078
319879122570,967,16,5788063
319879132240,16,17,9670
319879139996,17,962,7756
319879203539,962,4121,63543
319880124900,4121,17,921361
319880131143,17,979,6243
319880656789,979,972,525646
319881125586,972,4122,468797
319881525550,4122,963,0
319890241944,963,16,8716394
319890253098,16,71,11154
319890267207,71,17,14109
319890276176,17,4123,8969
319890757339,4123,4124,0
319891193338,4124,962,0
319891258283,962,964,64945
319892247436,964,16,989153
319892253077,16,17,5641
319892260132,17,4121,7055
319892647500,4121,965,0
319900214076,965,16,7566576
319900221011,16,17,6935
319900227785,17,971,6774
319900709569,971,975,481784
319901131880,975,4125,422311
319901535481,4125,4126,0
319901895312,4126,964,0
319911193546,964,16,9298234
319911203096,16,71,9550
319911219209,71,17,16113
319911227597,17,962,8388
319911299466,962,978,71869
319912038277,978,973,738811
319912430404,973,4127,392127
319912858367,4127,969,0
319920323882,969,16,7465515
319920332100,16,17,8218
319920339976,17,4128,7876
319920819957,4128,974,0
319921261357,974,981,441400
319921858813,981,962,597456
319921919339,962,966,60526
319923211944,966,16,1292605
319923217105,16,17,5161
319923224580,17,979,7475
319923848381,979,4129,623801
319924249317,4129,4130,0
319924657037,4130,972,0
319925051088,972,966,394051
319930636402,966,16,5585314
319930646262,16,71,9860
319930655702,71,17,9440
319930664019,17,962,8317
319930731390,962,4131,67371
319931120591,4131,17,389201
319931127726,17,4131,7135
319931583947,4131,4132,0
319931995786,4132,971,0
319932411914,971,975,416128
319932779470,975,967,367556
319942228301,967,16,9448831
319942237991,16,17,9690
319942245717,17,978,7726
319942795323,978,973,549606
319943201901,973,962,406578
319943263088,962,4133,61187
319943676430,4133,17,413342
319943684206,17,4133,7776
319944095283,4133,4134,0
319944471217,4134,4135,0
319944834014,4135,4136,0
319945207613,4136,970,0
319952284408,970,16,7076795
319952294038,16,71,9630
319952309289,71,17,15251
319952317517,17,974,8228
319952826438,974,962,508921
319952899129,962,981,72691
319953293702,981,17,394573
319953300767,17,981,7065
319953693476,981,979,392709
319954123181,979,972,429705
319954534699,972,4137,411518
319954916786,4137,4138,0
319955277488,4138,962,0
319955329096,962,981,51608
319956209732,981,16,880636
319956215744,16,71,6012
319956225575,71,17,9831
319956232720,17,971,7145
319956627563,971,975,394843
319957030012,975,4139,402449
319957427160,4139,962,0
319957481554,962,4140,54394
319958264877,4140,16,783323
319958270729,16,17,5852
319958278255,17,978,7526
319958736490,978,965,458235
319961315658,965,16,2579168
319961327502,16,17,11844
319961340279,17,962,12777
319961403120,962,981,62841
319961638320,981,962,235200
319961655065,962,963,16745
319962171552,963,17,516487
319962177976,17,962,6424
319962198589,962,963,20613
319962371930,963,962,173341
319962388635,962,4140,16705
319963002044,4140,973,0
319963477886,973,962,475842
319963499250,962,4141,21364
319964205543,4141,16,706293
319964210794,16,17,5251
319964216897,17,962,6103
319964241117,962,4141,24220
319964416964,4141,962,175847
319964440643,962,4142,23679
319965003477,4142,962,0
319965024090,962,981,20613
319965382717,981,17,358627
319965388570,17,962,5853
319965410054,962,981,21484
319965985163,981,962,575109
319966008131,962,4143,22968
319966451827,4143,17,443696
319966458520,17,962,6693
319966484004,962,4143,25484
319967082922,4143,979,0
319967484730,979,962,401808
319967503189,962,969,18459
319968184509,969,16,681320
319968190071,16,17,5562
319968195983,17,962,5912
319968221546,962,4144,25563
319968780071,4144,972,0
319969274572,972,962,494501
319969314174,962,4145,39602
319970208389,4145,16,894215
319970215604,16,17,7215
319970223049,17,962,7445
319970262522,962,963,39473
319984219753,963,17,13957231
319984231146,17,16,11393
319984241338,16,17,10192
319984246098,17,962,4760
319984301363,962,4146,55265
319985209977,4146,17,908614
319985216260,17,4141,6283
319985832455,4141,4147,0
319986274537,4147,981,0
319986314871,981,974,40334
319986724114,974,962,409243
319986774028,962,969,49914
319987237204,969,17,463176
319987244159,17,969,6955
319993335338,969,17,6091179
319993348175,17,16,12837
319993372095,16,11,23920
319994216511,11,17,844416
319994228175,17,71,11664
319995377481,71,17,1149306
319995391260,17,71,13779
319995395860,71,11,4600
319995420511,11,4148,24651
319995985319,4148,966,0
320004237064,966,16,8251745
320004255512,16,968,18448
320015198358,968,16,10942846
320015209281,16,962,10923
320015284608,962,978,75327
320015987563,978,4145,702955
320016400945,4145,4149,0
320016804627,4149,4150,0
320017154416,4150,4146,0
320017522343,4146,4151,0
320017874207,4151,964,0
320024578536,964,16,6704329
320024587584,16,17,9048
320024594519,17,965,6935
320035167082,965,16,10572563
320035176151,16,17,9069
320035182875,17,973,6724
320035697909,973,4152,515034
320036139690,4152,962,0
320036218584,962,981,78894
320037247254,981,16,1028670
320037256403,16,17,9149
320037261464,17,71,5061
320037279902,71,971,18438
320037780496,971,975,500594
