ts_ns,prev_pid,next_pid,run_ns
310598348733,962,2350,21785
310599219290,2350,16,870557
310599224380,16,17,5090
310599231635,17,962,7255
310599259714,962,2354,28079
310599847971,2354,962,0
310599870107,962,2355,22136
310600252094,2355,17,381987
310600259079,17,962,6985
310600284762,962,2355,25683
310600950191,2355,962,0
310600984081,962,973,33890
310601496220,973,17,512139
310601504227,17,962,8007
310601554131,962,973,49904
310602187773,973,17,633642
310602196561,17,962,8788
310602227455,962,974,30894
310602930743,974,962,703288
310602956096,962,975,25353
310603356992,975,17,400896
310603364919,17,962,7927
310603393789,962,975,28870
310603633850,975,962,240061
310603652418,962,970,18568
310604170860,970,17,518442
310604178305,17,962,7445
310604221566,962,970,43261
310604412364,970,962,190798
310604431323,962,967,18959
310607258662,967,16,2827339
310607278573,16,17,19911
310607287282,17,962,8709
310607345683,962,2356,58401
310608292228,2356,17,946545
310608304975,17,962,12747
310608364399,962,971,59424
310608655686,971,962,291287
310608676590,962,2357,20904
310609742724,2357,962,0
310609805545,962,2358,62821
310610340251,2358,17,534706
310610351334,17,962,11083
310610386838,962,2358,35504
310611096489,2358,962,0
310611128085,962,2359,31596
310611518489,2359,17,390404
310611526115,17,962,7626
310611550005,962,2359,23890
310612187465,2359,71,637460
310612200031,71,17,12566
310612204701,17,962,4670
310612227398,962,981,22697
310612849606,981,962,622208
310612866411,962,965,16805
310613250763,965,17,384352
310613256625,17,962,5862
310613278391,962,965,21766
310617233823,965,17,3955432
310617241990,17,16,8167
310617259046,16,962,17056
310617296363,962,2350,37317
310618111684,2350,17,815321
310618118058,17,962,6374
310618141587,962,2360,23529
310618773756,2360,962,0
310618796784,962,978,23028
310619196548,978,17,399764
310619203612,17,962,7064
310619225338,962,978,21726
310619802322,978,962,576984
310619818706,962,970,16384
310620196113,970,17,377407
310620202987,17,962,6874
310620224442,962,970,21455
310630186867,970,17,9962425
310630194873,17,16,8006
310630215576,16,962,20703
310630256392,962,973,40816
310630938425,973,966,682033
310640110325,966,16,9171900
310640120496,16,17,10171
310640125767,17,11,5271
310640144456,11,71,18689
310641257348,71,17,1112892
310641271708,17,71,14360
310641309928,71,2356,38220
310641964984,2356,2361,0
310642660235,2361,975,0
310643440963,975,969,780728
310649470034,969,16,6029071
310649480686,16,17,10652
310649488673,17,962,7987
310649564321,962,964,75648
310650126854,964,17,562533
310650133558,17,2359,6704
310650667593,2359,2350,0
310651146041,2350,2362,0
310651546797,2362,978,0
310651586169,978,2363,39372
310651988388,2363,964,0
310661273648,964,16,9285260
310661283318,16,17,9670
310661288158,17,71,4840
310661303209,71,972,15051
310661868068,972,962,564859
310661956542,962,979,88474
310662353551,979,17,397009
310662361066,17,979,7515
310662769268,979,2364,408202
310663175966,2364,967,0
310671216526,967,16,8040560
310671225986,16,71,9460
310671239725,71,17,13739
310671247541,17,978,7816
310671762545,978,974,515004
310672178684,974,971,416139
310672583027,971,979,404343
310672617659,979,2365,34632
310673046805,2365,981,0
310673427519,981,962,380714
310673491923,962,963,64404
310674238230,963,16,746307
310674244323,16,17,6093
310674251959,17,973,7636
310674669630,973,965,417671
310681164531,965,16,6494901
310681173159,16,17,8628
310681181155,17,975,7996
310681828025,975,2366,646870
310682251448,2366,963,0
310692259773,963,16,10008325
310692272420,16,17,12647
310692284555,17,968,12135
310702174749,968,16,9890194
310702186604,16,17,11855
310702197256,17,2367,10652
310702785944,2367,962,0
310702867254,962,2368,81310
310703345431,2368,17,478177
310703355983,17,2368,10552
310703817135,2368,2369,0
310704232682,2369,972,0
310704655745,972,2370,423063
310705023713,2370,2371,0
310705395799,2371,2372,0
310705764067,2372,969,0
310711388832,969,17,5624765
310711398933,17,16,10101
310711406829,16,17,7896
310711411098,17,979,4269
310711894116,979,2373,483018
310712293008,2373,962,0
310712362092,962,978,69084
310713191994,978,16,829902
310713197305,16,17,5311
310713201554,17,71,4249
310713217547,71,974,15993
310713638375,974,971,420828
310714086269,971,981,447894
310714498670,981,973,412401
310714891199,973,978,392529
310715288658,978,975,397459
310715786066,975,962,497408
310715866163,962,2374,80097
310718191536,2374,16,2325373
310718202169,16,17,10633
310718211949,17,962,9780
310718293529,962,2375,81580
310719250977,2375,17,957448
310719261609,17,962,10632
310719304869,962,966,43260
310720540550,966,16,1235681
310720552675,16,17,12125
310720560742,17,962,8067
310720607119,962,2376,46377
310721137225,2376,17,530106
310721142967,17,962,5742
310721164141,962,2376,21174
310721828968,2376,974,0
310722287615,974,962,458647
310722310633,962,2377,23018
310722718985,2377,17,408352
310722725508,17,962,6523
310722749088,962,2377,23580
310723095039,2377,17,345951
310723100701,17,962,5662
310723121655,962,2377,20954
310723313195,2377,962,191540
310723330811,962,2378,17616
310723905410,2378,981,0
310724291546,981,962,386136
310724310044,962,2379,18498
310724716452,2379,17,406408
310724722906,17,962,6454
310724745172,962,2379,22266
310725093429,2379,17,348257
310725099802,17,962,6373
310725120846,962,2379,21044
310725311594,2379,962,190748
310725328820,962,2375,17226
310725898939,2375,979,0
310726286728,979,962,387789
310726310227,962,967,23499
310726725694,967,17,415467
310726732969,17,962,7275
310726757029,962,967,24060
310727107561,967,17,350532
310727113092,17,962,5531
310727134256,962,2380,21164
310727709086,2380,978,0
310728094861,978,962,385775
310728113580,962,970,18719
310728506910,970,17,393330
310728512953,17,962,6043
310728535440,962,970,22487
310731245333,970,16,2709893
310731254773,16,17,9440
310731262459,17,962,7686
310731308054,962,2381,45595
310731999196,2381,975,0
310732391384,975,962,392188
310732414673,962,966,23289
310733117249,966,16,702576
310733122259,16,17,5010
310733128562,17,962,6303
310733157733,962,964,29171
310743269985,964,16,10112252
310743281309,16,17,11324
310743288604,17,962,7295
310743345222,962,2374,56618
310744143027,2374,2377,797805
310744651227,2377,971,0
310745140608,971,962,489381
310745191254,962,965,50646
310745678781,965,17,487527
310745686968,17,965,8187
310754191090,965,17,8504122
310754201231,17,16,10141
310754226414,16,2382,25183
310754725635,2382,962,0
310754784899,962,2379,59264
310755170363,2379,17,385464
310755176927,17,2379,6564
310755546758,2379,2383,0
310755948556,2383,967,0
310764228220,967,369,8279664
310764269166,369,350,40946
310764278545,350,16,9379
310764284187,16,17,5642
310764292795,17,2384,8608
310764758837,2384,2385,0
310765146536,2385,966,0
310774241370,966,16,9094834
310774251993,16,17,10623
310774259959,17,973,7966
310774789674,973,2386,529715
310775224010,2386,2374,0
310775675342,2374,962,0
310775759357,962,974,84015
310776238497,974,17,479140
310776246313,17,71,7816
310776259791,71,974,13478
310776727657,974,981,467866
310777191315,981,969,463658
310784261545,969,16,7070230
310784271085,16,17,9540
310784279343,17,2387,8258
310784884715,2387,979,0
310785521233,979,978,636518
310786123921,978,974,602688
310786168313,974,970,44392
310795260442,970,16,9092129
310795269662,16,17,9220
310795277999,17,972,8337
310795808987,972,962,530988
310795877800,962,975,68813
310796264978,975,17,387178
310796271862,17,975,6884
310796706088,975,963,434226
310805251146,963,16,8545058
310805259273,16,17,8127
310805266698,17,971,7425
310805924561,971,2388,657863
310806341180,2388,2389,0
310806713026,2389,968,0
310816240092,968,16,9527066
310816249782,16,17,9690
310816257649,17,2390,7867
310816764286,2390,962,0
310816842689,962,2391,78403
310817296045,2391,17,453356
310817305775,17,2391,9730
310817850151,2391,2392,0
310818242199,2392,973,0
310818659399,973,974,417200
310819061528,974,2393,402129
310819470231,2393,2394,0
310819816122,2394,981,0
310820188780,981,962,372658
310820247192,962,979,58412
310821288484,979,16,1041292
310821295569,16,17,7085
310821303575,17,978,8006
310821742481,978,2395,438906
310822117854,2395,972,0
310822513390,972,975,395536
310822907051,975,979,393661
310823315072,979,962,408021
310823373354,962,971,58282
310824262509,971,16,889155
310824268100,16,17,5591
310824275295,17,962,7195
310824308064,962,2396,32769
310825114536,2396,16,806472
310825120098,16,71,5562
310825129087,71,17,8989
310825134468,17,962,5381
310825157987,962,969,23519
310837201263,969,16,12043276
310837210111,16,17,8848
310837217978,17,962,7867
310837283114,962,971,65136
310838021524,971,2397,738410
310838430527,2397,967,0
310846362295,967,16,7931768
310846371825,16,17,9530
310846379692,17,2398,7867
310846871007,2398,962,0
310846932335,962,974,61328
310847329954,974,17,397619
310847335947,17,11,5993
310847352171,11,71,16224
310849192420,71,17,1840249
310849210077,17,11,17657
310849216530,11,71,6453
310849255822,71,974,39292
310850227730,974,2399,971908
310851016996,2399,965,0
310856199799,965,16,5182803
310856209189,16,17,9390
310856215201,17,71,6012
310856232036,71,2396,16835
310856707488,2396,2400,0
310857089265,2400,2401,0
310857459187,2401,2402,0
310857848328,2402,981,0
310858267864,981,962,419536
310858336918,962,978,69054
310859200680,978,16,863762
310859206121,16,17,5441
310859213146,17,966,7025
310867255414,966,16,8042268
310867264473,16,17,9059
310867272540,17,964,8067
310879249467,964,16,11976927
310879268818,16,71,19351
310879284340,71,17,15522
310879293048,17,973,8708
310879789694,973,972,496646
310880190130,972,975,400436
310880640349,975,979,450219
310881051457,979,974,411108
310881083744,974,962,32287
310881170966,962,978,87222
310882185433,978,16,1014467
310882193049,16,17,7616
310882226909,17,2403,33860
310882640893,2403,2404,0
310882995002,2404,978,0
310883416371,978,2405,421369
310883782204,2405,970,0
310887142073,970,16,3359869
310887150130,16,17,8057
310887157856,17,963,7726
310899248240,963,16,12090384
310899258332,16,17,10092
310899266188,17,962,7856
310899337266,962,974,71078
310900032296,974,971,695030
310900468246,971,981,435950
310900869854,981,2406,401608
310901285561,2406,2407,0
310901650212,2407,2408,0
310902002497,2408,2409,0
310902438426,2409,968,0
310908217643,968,16,5779217
310908227343,16,17,9700
310908235791,17,962,8448
310908300747,962,965,64956
310918461645,965,16,10160898
310918470153,16,17,8508
310918476586,17,2410,6433
310918950124,2410,973,0
310919381574,973,972,431450
310919775306,972,975,393732
310920161592,975,979,386286
310920602551,979,970,440959
310929232936,970,16,8630385
310929242466,16,17,9530
310929249160,17,962,6694
310929314597,962,2411,65437
310929987801,2411,2412,0
310930360850,2412,2413,0
310930769913,2413,978,0
310931277552,978,967,507639
310939333830,967,16,8056278
310939345224,16,17,11394
310939355826,17,962,10602
310939432416,962,974,76590
310940148319,974,16,715903
310940159583,16,17,11264
310940166357,17,974,6774
310940684187,974,971,517830
310941088821,971,2414,404634
310941474676,2414,981,0
310941839427,981,966,364751
310949230738,966,16,7391311
310949240408,16,17,9670
310949246982,17,71,6574
310949263577,71,2415,16595
310949738547,2415,2416,0
310950107928,2416,2417,0
310950496990,2417,962,0
310950562897,962,973,65907
310951125140,973,16,562243
310951130020,16,17,4880
310951135883,17,973,5863
310951534013,973,974,398130
310951566692,974,2418,32679
310951926192,2418,972,0
310952309471,972,975,383279
310952713825,975,968,404354
310959380674,968,16,6666849
310959390554,16,17,9880
310959398581,17,979,8027
310959998623,979,962,600042
310960072517,962,973,73894
310961175458,973,16,1102941
310961181200,16,71,5742
310961196442,71,17,15242
310961205501,17,978,9059
310961763455,978,2419,557954
310962183321,2419,2420,0
310962545827,2420,2421,0
310962952666,2421,969,0
310969658195,969,71,6705529
310969673196,71,16,15001
310969678257,16,17,5061
310969684680,17,11,6423
310969691124,11,973,6444
310969744485,973,962,53361
310969812998,962,974,68513
310970257676,974,17,444678
310970267025,17,974,9349
310970827865,974,971,560840
310971230135,971,981,402270
310971629348,981,2422,399213
310972008929,2422,2423,0
310972396077,2423,2424,0
310972791031,2424,962,0
310972852309,962,973,61278
310974185881,973,16,1333572
310974192705,16,71,6824
310974206655,71,17,13950
310974214461,17,974,7806
310974251478,974,972,37017
310974703391,972,975,451913
310975115150,975,962,411759
310975165615,962,2425,50465
310975629303,2425,17,463688
310975637039,17,2425,7736
310976040901,2425,964,0
310979190863,964,16,3149962
310979198519,16,17,7656
310979205784,17,2426,7265
310979621993,2426,979,0
310980042490,979,962,420497
310980095410,962,978,52920
310980495224,978,17,399814
310980503341,17,978,8117
310980907915,978,962,404574
310980946045,962,973,38130
310981311387,973,17,365342
310981319284,17,962,7897
310981340147,962,973,20863
310981916660,973,962,576513
310981933806,962,2427,17146
310982314039,2427,17,380233
310982320833,17,962,6794
310982341637,962,2427,20804
310982915404,2427,974,0
310983299876,974,962,384472
310983318655,962,2428,18779
310984134998,2428,16,816343
310984140620,16,17,5622
310984146562,17,962,5942
310984170953,962,2429,24391
310984735731,2429,981,0
310985144414,981,962,408683
310985164456,962,978,20042
310985544108,978,17,379652
310985551604,17,962,7496
310985574291,962,978,22687
310985787305,978,962,213014
310985805854,962,2430,18549
310986168952,2430,17,363098
310986175676,17,962,6724
310986196299,962,2430,20623
310986760375,2430,962,0
310986803726,962,972,43351
310987199181,972,17,395455
310987206055,17,962,6874
310987227310,962,972,21255
310987796657,972,962,569347
310987813412,962,2431,16755
310988190810,2431,17,377398
310988197955,17,962,7145
310988220001,962,2431,22046
310988819361,2431,975,0
310989205657,975,962,386296
310989224316,962,970,18659
310989644663,970,17,420347
310989654423,17,962,9760
310989680548,962,970,26125
311000239707,970,16,10559159
311000249327,16,17,9620
311000257124,17,962,7797
311000312189,962,2428,55065
311001153123,2428,17,840934
311001162733,17,962,9610
311001195191,962,973,32458
311001479995,973,962,284804
311001500949,962,2432,20954
311002114158,2432,17,613209
311002122165,17,962,8007
311002155053,962,2432,32888
311002333014,2432,962,177961
311002350551,962,972,17537
311002565129,972,962,214578
311002581773,962,965,16644
311010172470,965,16,7590697
311010183393,16,962,10923
311010241574,962,2433,58181
311010949471,2433,963,0
311023235633,963,16,12286162
311023246004,16,2434,10371
311023711546,2434,2435,0
311024071877,2435,2436,0
311024433692,2436,962,0
311024488857,962,2438,55165
311025190491,2438,16,701634
311025195812,16,17,5321
311025201865,17,2438,6053
311025569311,2438,2437,0
311025933000,2437,967,0
311031425790,967,16,5492790
311031431782,16,71,5992
311031440571,71,17,8789
311031447876,17,2428,7305
311031842529,2428,2432,0
311032265512,2432,966,0
311043213242,966,16,10947730
311043223223,16,71,9981
311043239086,71,17,15863
311043247323,17,978,8237
311043745543,978,964,498220
311053253048,964,16,9507505
311053262247,16,71,9199
311053273641,71,17,11394
311053281558,17,962,7917
311053361835,962,974,80277
311054071496,974,981,709661
311054469336,981,973,397840
311054872046,973,975,402710
311055316423,975,968,444377
311063306542,968,16,7990119
311063316112,16,17,9570
311063322535,17,11,6423
311063339791,11,71,17256
311064546970,71,17,1207179
311064564456,17,71,17486
311064641948,71,971,77492
311065435704,971,972,793756
311066174445,972,979,738741
311067085035,979,969,910590
311077542212,969,16,10457177
311077561282,16,17,19070
311077583909,17,979,22627
311077712818,979,962,128909
311077884867,962,2439,172049
311079456065,2439,16,1571198
311079468621,16,17,12556
311079476467,17,2439,7846
311080523873,2439,2440,0
311081719627,2440,2441,0
311083458625,2441,16,1738998
311083489329,16,17,30704
311083508940,17,2442,19611
311084663429,2442,2443,0
311085683908,2443,967,0
311093773074,967,17,8089166
311093790050,17,16,16976
311093822618,16,17,32568
311093834322,17,2444,11704
311095026740,2444,962,0
311095194279,962,978,167539
311099248297,978,17,4054018
311099258659,17,71,10362
311099273800,71,16,15141
311099281366,16,17,7566
311099284984,17,29,3618
311099293161,29,974,8177
311099896670,974,2445,603509
311100351519,2445,2441,0
311100762877,2441,973,0
311101187302,973,975,424425
311101559910,975,2446,372608
311101909860,2446,965,0
311103193628,965,17,1283768
311103201675,17,16,8047
311103208980,16,17,7305
311103213860,17,971,4880
311103652215,971,962,438355
311103737763,962,972,85548
311104128950,972,17,391187
311104133870,17,16,4920
311104141386,16,17,7516
311104146075,17,972,4689
311104575662,972,981,429587
311104984464,981,979,408802
311105386894,979,972,402430
311105417247,972,962,30353
311105477152,962,965,59905
311106216034,965,17,738882
311106223530,17,16,7496
311106233430,16,17,9900
311106237188,17,962,3758
311106268553,962,2447,31365
311107082842,2447,974,0
311107502267,974,962,419425
311107529153,962,2448,26886
311108252101,2448,17,722948
311108257803,17,16,5702
311108264287,16,17,6484
311108269037,17,962,4750
311108297045,962,2448,28008
311108624508,2448,962,327463
311108643278,962,2449,18770
311109136897,2449,17,493619
311109143882,17,962,6985
311109164625,962,2449,20743
311109731638,2449,975,0
311110151163,975,962,419525
311110172157,962,965,20994
311110573284,965,17,401127
311110580038,17,962,6754
311110602805,962,965,22767
311111133773,965,17,530968
311111139525,17,962,5752
311111160779,962,968,21254
311113195143,968,16,2034364
311113205044,16,17,9901
311113209734,17,16,4690
311113212900,16,962,3166
311113264608,962,2450,51708
311113993529,2450,971,0
311114440291,971,962,446762
311114526090,962,2451,85799
311115299308,2451,17,773218
311115309008,17,16,9700
311115322456,16,17,13448
311115326324,17,962,3868
311115373252,962,2452,46928
311116026695,2452,981,0
311116477486,981,962,450791
311116521147,962,978,43661
311117144046,978,17,622899
311117150550,17,16,6504
311117156853,16,17,6303
311117161783,17,962,4930
311117193419,962,964,31636
311124379410,964,17,7185991
311124392738,17,16,13328
311124405444,16,17,12706
311124410535,17,962,5091
311124471602,962,2453,61067
311125595497,2453,979,0
311126020473,979,962,424976
311126057501,962,2448,37028
311126444328,2448,17,386827
311126450931,17,962,6603
311126472476,962,2448,21545
311127108804,2448,17,636328
311127114786,17,962,5982
311127135880,962,970,21094
311135240107,970,16,8104227
311135252843,16,17,12736
311135258314,17,16,5471
311135262503,16,962,4189
311135317398,962,965,54895
311146168372,965,17,10850974
311146178964,17,16,10592
311146192122,16,2454,13158
311146678266,2454,2455,0
311147121488,2455,962,0
311147178146,962,2451,56658
311148163943,2451,16,985797
311148168883,16,17,4940
311148175116,17,978,6233
311148614352,978,2456,439236
311149018956,2456,2457,0
311149381523,2457,2448,0
311149743698,2448,968,0
311155187384,968,16,5443686
311155196954,16,17,9570
311155205642,17,962,8688
311155284727,962,966,79085
311156208935,966,17,924208
311156216682,17,2458,7747
311156775858,2458,974,0
311157228162,974,2451,452304
311157603134,2451,975,0
311157971552,975,973,368418
311158338307,973,963,366755
311166151516,963,16,7813209
311166160054,16,17,8538
311166166297,17,971,6243
311166681873,971,981,515576
311167120107,981,962,438234
311167192378,962,972,72271
311168206373,972,16,1013995
311168213167,16,17,6794
311168220833,17,966,7666
311177158689,966,16,8937856
311177168459,16,17,9770
311177176416,17,979,7957
311177721092,979,969,544676
311187200888,969,16,9479796
311187210247,16,17,9359
311187217984,17,2459,7737
311187698456,2459,967,0
311197226904,967,16,9528448
311197236484,16,17,9580
311197243078,17,972,6594
311197759705,972,962,516627
311197827687,962,2460,67982
311198214725,2460,17,387038
311198220918,17,2460,6193
311198616803,2460,2461,0
311199007148,2461,2462,0
311199378853,2462,2463,0
311199737692,2463,2464,0
311200096530,2464,978,0
311200488498,978,2465,391968
311200822154,2465,962,0
311200873862,962,974,51708
311202201211,974,16,1327349
311202207253,16,17,6042
311202215621,17,975,8368
311202642030,975,973,426409
311203050994,973,971,408964
311203467863,971,981,416869
311203864320,981,979,396457
311204258523,979,962,394203
311204321855,962,968,63332
311205167940,968,16,846085
311205174243,16,17,6303
311205181819,17,964,7576
311220152499,964,16,14970680
311220161939,16,17,9440
311220168021,17,71,6082
311220181850,71,2466,13829
311220656871,2466,974,0
311221135770,974,962,478899
311221193771,962,968,58001
311221605380,968,16,411609
311221612114,16,17,6734
311221618597,17,968,6483
311227642133,968,16,6023536
311227647474,16,17,5341
311227651613,17,71,4139
311227658758,71,2467,7145
311228098866,2467,970,0
311239293229,970,71,11194363
311239310395,71,16,17166
311239319113,16,17,8718
311239326298,17,2468,7185
311239902791,2468,2469,0
311240452899,2469,972,0
311241085458,972,2470,632559
311241607858,2470,2471,0
311242008153,2471,962,0
311242097910,962,2472,89757
311243443798,2472,17,1345888
311243454049,17,16,10251
311243469051,16,17,15002
311243473951,17,978,4900
311244019208,978,963,545257
311248294136,963,16,4274928
311248303325,16,71,9189
311248317465,71,17,14140
311248324309,17,2472,6844
311248800292,2472,975,0
311249257676,975,973,457384
311249656588,973,2473,398912
311250016058,2473,971,0
311250444502,971,981,428444
311250991734,981,962,547232
311251082373,962,979,90639
311252166554,979,17,1084181
311252176806,17,16,10252
311252200405,16,17,23599
311252204934,17,965,4529
311259433594,965,17,7228660
311259444196,17,16,10602
311259454488,16,17,10292
311259458817,17,966,4329
311266221434,966,16,6762617
311266234512,16,974,13078
311266871861,974,2474,637349
311267385743,2474,962,0
311267463034,962,979,77291
311268164237,979,17,701203
311268172043,17,16,7806
311268179529,16,17,7486
311268184550,17,2475,5021
311268656474,2475,969,0
311282300267,969,16,13643793
311282314997,16,17,14730
311282321421,17,11,6424
311282339288,11,71,17867
311284349932,71,17,2010644
311284362218,17,16,12286
311284376849,16,11,14631
311284382731,11,71,5882
311284417594,71,2476,34863
311285122294,2476,2477,0
311285686972,2477,979,0
311286254606,979,972,567634
311286804092,972,967,549486
311290285495,967,17,3481403
311290297109,17,16,11614
311290304926,16,17,7817
311290310557,17,2478,5631
311290873452,2478,978,0
311291429532,978,962,556080
311291546245,962,2479,116713
311292253911,2479,17,707666
311292260736,17,16,6825
311292267179,16,17,6443
311292272430,17,2479,5251
311292717378,2479,963,0
311301246786,963,17,8529408
311301257188,17,16,10402
311301268652,16,17,11464
311301273462,17,975,4810
311301772844,975,973,499382
311302164160,973,968,391316
311312150292,968,17,9986132
311312160534,17,16,10242
311312167228,16,17,6694
311312172208,17,2480,4980
311312651037,2480,971,0
311313149818,971,962,498781
311313230135,962,981,80317
311314147509,981,17,917374
311314157490,17,16,9981
311314164615,16,17,7125
311314170256,17,2481,5641
311314726978,2481,2482,0
311315181486,2482,981,0
311315609659,981,2483,428173
311315968979,2483,967,0
311322222073,967,17,6253094
311322233698,17,16,11625
311322245512,16,17,11814
311322249901,17,974,4389
311322769455,974,962,519554
311322832587,962,979,63132
311323239356,979,17,406769
311323245178,17,979,5822
311323663871,979,2484,418693
311324052311,2484,972,0
311324444179,972,2485,391868
311324790071,2485,978,0
311325203303,978,966,413232
311333180785,966,17,7977482
311333192800,17,16,12015
311333213734,16,17,20934
311333218925,17,979,5191
311333270743,979,965,51818
311343223625,965,17,9952882
311343233997,17,16,10372
311343240771,16,17,6774
311343244840,17,962,4069
311343317030,962,975,72190
311344589475,975,2486,1272445
311345084838,2486,973,0
311345592748,973,2487,507910
311346005188,2487,970,0
311354251962,970,17,8246774
311354262193,17,16,10231
311354269017,16,17,6824
311354274238,17,975,5221
311354329373,975,2488,55135
311354799734,2488,2489,0
311355209720,2489,2490,0
311355591456,2490,962,0
311355656221,962,971,64765
311356122604,971,17,466383
311356129649,17,971,7045
311356519422,971,2491,389773
311356901328,2491,981,0
311357311294,981,971,409966
311357337969,971,974,26675
311357736270,974,979,398301
311358156106,979,972,419836
311358564548,972,962,408442
311358621126,962,978,56578
311359279410,978,17,658284
311359287707,17,16,8297
311359295674,16,17,7967
311359299391,17,978,3717
311359748047,978,2492,448656
311360148613,2492,2493,0
311360504806,2493,964,0
311363235081,964,17,2730275
311363242597,17,16,7516
311363253420,16,17,10823
311363258841,17,962,5421
311363319698,962,975,60857
311363972780,975,973,653082
311364359888,973,963,387108
311375342248,963,17,10982360
311375356969,17,16,14721
311375373884,16,17,16915
311375378775,17,978,4891
311375434140,978,962,55365
311375495077,962,967,60937
311376254010,967,2494,758933
311376796793,2494,2495,0
311377196567,2495,2496,0
311377604027,2496,2497,0
311377965992,2497,967,0
311383263733,967,17,5297741
311383273965,17,16,10232
311383281581,16,17,7616
311383286631,17,971,5050
311383788699,971,962,502068
311383857843,962,2498,69144
311384249149,2498,17,391306
311384254450,17,71,5301
311384268880,71,2498,14430
311384676391,2498,981,0
311385068569,981,974,392178
311385496401,974,979,427832
311385892387,979,2499,395986
311386271238,2499,2500,0
311386623422,2500,972,0
311387000970,972,968,377548
311396275227,968,17,9274257
311396286671,17,16,11444
311396307574,16,17,20903
311396312765,17,2501,5191
311396828621,2501,962,0
311396920513,962,978,91892
311397349598,978,17,429085
311397356853,17,71,7255
311397369380,71,978,12527
311397797753,978,964,428373
311405138537,964,16,7340784
311405148297,16,17,9760
311405156274,17,975,7977
311405717054,975,973,560780
311406166842,973,978,449788
311406204230,978,962,37388
311406267793,962,2502,63563
311406766263,2502,17,498470
311406776033,17,2502,9770
311407262518,2502,2503,0
311407667292,2503,2504,0
311408056274,2504,966,0
311415247285,966,71,7191011
311418528049,71,16,3280764
311418535765,16,17,7716
311418545786,17,2505,10021
311419008832,2505,969,0
311425208446,969,71,6199614
311425217264,71,16,8818
311425222535,16,17,5271
311425230582,17,2506,8047
311425748733,2506,971,0
311426173018,971,981,424285
311426575658,981,962,402640
311426649692,962,974,74034
311427166240,974,17,516548
311427177263,17,974,11023
311427685383,974,979,508120
311428115961,979,2507,430578
311428567783,2507,972,0
311428958288,972,974,390505
311428985074,974,2508,26786
311429335665,2508,2509,0
311429731812,2509,970,0
311437295500,970,16,7563688
311437305211,16,71,9711
311437319019,71,17,13808
311437327718,17,962,8699
311437401251,962,978,73533
311438185748,978,965,784497
311446207653,965,16,8021905
311446217253,16,17,9600
311446225199,17,967,7946
311458267511,967,16,12042312
311458276850,16,17,9339
311458284787,17,975,7937
311458846248,975,973,561461
311459274561,973,978,428313
311459307460,978,962,32899
311459372586,962,2510,65126
311460205002,2510,16,832416
311460210985,16,17,5983
311460218370,17,2511,7385
311460638447,2511,2512,0
311461019662,2512,2513,0
311461390105,2513,2514,0
311461778735,2514,2510,0
311462143406,2510,2515,0
311462504690,2515,962,0
311462558682,962,981,53992
311463155067,981,16,596385
311463160528,16,17,5461
311463167492,17,981,6964
311463557125,981,974,389633
311463969355,974,979,412230
311464371494,979,972,402139
311464764233,972,971,392739
311465160169,971,978,395936
311467199353,978,16,2039184
311467209164,16,17,9811
311467217191,17,962,8027
311467282727,962,2516,65536
311467977747,2516,2517,0
311468359624,2517,981,0
311468398455,981,975,38831
311468854386,975,973,455931
311469288241,973,962,433855
311469338837,962,964,50596
311470174349,964,16,835512
311470181134,16,71,6785
311470196185,71,17,15051
311470203811,17,969,7626
311478226417,969,16,8022606
311478239595,16,17,13178
311478247471,17,962,7876
311478296644,962,2518,49173
311478931127,2518,981,0
311479356003,981,2519,424876
311479715714,2519,962,0
311479772603,962,974,56889
311480212600,974,17,439997
311480220377,17,974,7777
311480611382,974,964,391005
311488278988,964,16,7667606
311488288338,16,17,9350
311488294481,17,11,6143
311488311807,11,71,17326
311490227804,71,17,1915997
311490248938,17,71,21134
311490295916,71,962,46978
311490368517,962,2520,72601
311491386952,2520,966,0
311498327591,966,16,6940639
311498339145,16,17,11554
311498349346,17,978,10201
311498470739,978,2521,121393
311499028102,2521,2522,0
311499436424,2522,968,0
311510189075,968,16,10752651
311510198515,16,17,9440
311510206602,17,963,8087
311520226965,963,16,10020363
311520234802,16,17,7837
311520239511,17,71,4709
311520254172,71,979,14661
311520783897,979,962,529725
311520853272,962,2523,69375
311521271204,2523,71,417932
311521281706,71,17,10502
311521287057,17,2523,5351
311521720441,2523,974,0
311521764192,974,2524,43751
311522240626,2524,972,0
311522813932,972,971,573306
311523256776,971,2525,442844
311523674878,2525,2526,0
311524124917,2526,970,0
311530111100,970,16,5986183
311530120820,16,17,9720
311530129328,17,2527,8508
311530615522,2527,962,0
311530692452,962,975,76930
311531209371,975,17,516919
311531216455,17,975,7084
311531665332,975,973,448877
311532200839,973,965,535507
311539220133,965,16,7019294
311539229733,16,17,9600
311539238090,17,974,8357
311539792757,974,2528,554667
311540213134,2528,975,0
311540249781,975,981,36647
311540626126,981,978,376345
311541008624,978,962,382498
311541081486,962,2529,72862
311542229821,2529,16,1148335
311542235593,16,17,5772
311542242928,17,2530,7335
311542643935,2530,979,0
311543047527,979,2529,403592
311543401265,2529,962,0
311543447662,962,971,46397
311544214531,971,16,766869
311544222127,16,17,7596
311544230244,17,11,8117
311544254154,11,2531,23910
311544672807,2531,2532,0
311545055386,2532,972,0
311545535848,972,975,480462
311545934790,975,973,398942
311546322248,973,962,387458
311546386252,962,2533,64004
